W/L,OT,@,Opp,TmScore,OppScore,PassCmp,PassAtt,PassYds,PassTd,PassInt,Sacks,SackYds,PassY/A,PassNY/A,Cmp%,Qbr,RushAtt,RushYds,RushY/A,RushTd,FGM,FGA,XPM,XPA,Pnt,PntYds,3DConv,3DAtt,4DConv,4DAtt,ToP,Year,Team,Timestamp,Win%
1,0,0,Green Bay Packers,24.0,17.0,29.0,38.0,325.0,3.0,0.0,2.0,17.0,9.0,8.1,76.3,127.6,29.0,91.0,3.1,0.0,1.0,3.0,3.0,3.0,4.0,183.0,7.0,14.0,0.0,1.0,34:37,2018,min,2018-11-25,0.5454545454545454
0,0,1,New England Patriots,10.0,24.0,32.0,44.0,183.0,1.0,2.0,2.0,18.0,4.6,4.0,72.7,68.7,13.0,95.0,7.3,0.0,1.0,2.0,1.0,1.0,5.0,228.0,3.0,12.0,1.0,2.0,26:39,2018,min,2018-12-02,0.5
0,0,1,Seattle Seahawks,7.0,21.0,20.0,33.0,199.0,1.0,0.0,2.0,9.0,6.3,5.7,60.6,87.8,21.0,77.0,3.7,0.0,0.0,1.0,1.0,1.0,5.0,213.0,2.0,10.0,0.0,2.0,28:11,2018,min,2018-12-10,0.46153846153846156
1,0,0,Miami Dolphins,41.0,17.0,14.0,21.0,198.0,2.0,1.0,2.0,17.0,10.2,8.6,66.7,108.8,40.0,220.0,5.5,3.0,2.0,2.0,5.0,5.0,3.0,127.0,5.0,13.0,0.0,0.0,33:16,2018,min,2018-12-16,0.5
1,0,1,Detroit Lions,27.0,9.0,21.0,28.0,240.0,3.0,0.0,2.0,13.0,9.0,8.0,75.0,136.0,28.0,100.0,3.6,0.0,2.0,2.0,3.0,3.0,6.0,288.0,4.0,13.0,0.0,1.0,28:32,2018,min,2018-12-23,0.5333333333333333
0,0,0,Chicago Bears,10.0,24.0,20.0,33.0,101.0,1.0,0.0,4.0,31.0,4.0,2.7,60.6,75.4,15.0,63.0,4.2,0.0,1.0,1.0,1.0,1.0,5.0,257.0,1.0,11.0,1.0,4.0,22:52,2018,min,2018-12-30,0.5
1,0,0,Atlanta Falcons,28.0,12.0,8.0,10.0,97.0,1.0,0.0,1.0,1.0,9.8,8.8,80.0,140.4,38.0,172.0,4.5,3.0,0.0,0.0,4.0,4.0,5.0,247.0,5.0,10.0,0.0,0.0,29:47,2019,min,2019-09-08,1.0
0,0,1,Green Bay Packers,16.0,21.0,14.0,32.0,223.0,1.0,2.0,1.0,7.0,7.2,6.8,43.8,52.0,27.0,198.0,7.3,1.0,1.0,2.0,1.0,2.0,6.0,264.0,4.0,13.0,0.0,0.0,25:54,2019,min,2019-09-15,0.5
1,0,0,Oakland Raiders,34.0,14.0,15.0,21.0,174.0,1.0,0.0,0.0,0.0,8.3,8.3,71.4,112.0,38.0,211.0,5.6,3.0,2.0,2.0,4.0,4.0,2.0,95.0,5.0,9.0,0.0,0.0,31:32,2019,min,2019-09-22,0.6666666666666666
0,0,1,Chicago Bears,6.0,16.0,27.0,36.0,182.0,0.0,0.0,6.0,51.0,6.5,4.3,75.0,85.6,16.0,40.0,2.5,1.0,0.0,0.0,0.0,0.0,5.0,235.0,5.0,13.0,1.0,2.0,24:33,2019,min,2019-09-29,0.5
