Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
8,Sun,9:30AM ET,1,0,4-4,1,Jacksonville Jaguars,24.0,18.0,22.0,395.0,262.0,133.0,2.0,16.0,335.0,265.0,70.0,1.0,10.42,2.83,-5.64,2018,0.5,phi,2018-10-28
10,Sun,8:20PM ET,0,0,4-5,0,Dallas Cowboys,20.0,27.0,23.0,421.0,350.0,71.0,1.0,23.0,410.0,239.0,171.0,0.0,3.87,-11.95,5.2,2018,0.4444444444444444,phi,2018-11-11
11,Sun,4:25PM ET,0,0,4-6,1,New Orleans Saints,7.0,48.0,13.0,196.0,138.0,58.0,3.0,28.0,546.0,373.0,173.0,0.0,-11.41,-35.64,4.02,2018,0.4,phi,2018-11-18
12,Sun,1:00PM ET,1,0,5-6,0,New York Giants,25.0,22.0,19.0,341.0,214.0,127.0,0.0,18.0,402.0,276.0,126.0,1.0,11.2,-6.46,-1.03,2018,0.45454545454545453,phi,2018-11-25
13,Mon,8:15PM ET,1,0,6-6,0,Washington Redskins,28.0,13.0,28.0,436.0,306.0,130.0,1.0,10.0,235.0,131.0,104.0,1.0,11.31,7.51,-4.67,2018,0.5,phi,2018-12-03
14,Sun,4:25PM ET,0,1,6-7,1,Dallas Cowboys,23.0,29.0,16.0,256.0,222.0,34.0,1.0,32.0,576.0,434.0,142.0,3.0,0.29,-9.25,2.96,2018,0.46153846153846156,phi,2018-12-09
15,Sun,8:20PM ET,1,0,7-7,1,Los Angeles Rams,30.0,23.0,17.0,381.0,270.0,111.0,1.0,23.0,407.0,325.0,82.0,3.0,1.68,-1.52,3.79,2018,0.5,phi,2018-12-16
16,Sun,1:00PM ET,1,0,8-7,0,Houston Texans,32.0,30.0,25.0,519.0,462.0,57.0,3.0,25.0,371.0,309.0,62.0,1.0,15.67,-10.43,-0.98,2018,0.5333333333333333,phi,2018-12-23
17,Sun,4:25PM ET,1,0,9-7,1,Washington Redskins,24.0,0.0,25.0,360.0,231.0,129.0,1.0,8.0,89.0,68.0,21.0,1.0,12.25,20.41,-7.8,2018,0.5625,phi,2018-12-30
Wild Card,Sun,4:40PM ET,1,0,10-7,1,Chicago Bears,16.0,15.0,21.0,300.0,258.0,42.0,2.0,17.0,356.0,291.0,65.0,0.0,2.5,-5.47,10.43,2018,0.5882352941176471,phi,2018-01-06
Division,Sun,4:40PM ET,0,0,10-8,1,New Orleans Saints,14.0,20.0,15.0,250.0,201.0,49.0,2.0,25.0,420.0,283.0,137.0,1.0,0.41,-10.9,3.17,2018,0.5555555555555556,phi,2018-01-13
1,Sun,1:00PM ET,1,0,1-0,0,Washington Redskins,32.0,27.0,22.0,436.0,313.0,123.0,0.0,15.0,398.0,370.0,28.0,0.0,17.68,-12.08,0.64,2019,1.0,phi,2019-09-08
2,Sun,8:20PM ET,0,0,1-1,1,Atlanta Falcons,20.0,24.0,18.0,286.0,237.0,49.0,3.0,19.0,367.0,310.0,57.0,3.0,-5.22,-3.96,4.03,2019,0.5,phi,2019-09-15
3,Sun,1:00PM ET,0,0,1-2,0,Detroit Lions,24.0,27.0,22.0,373.0,246.0,127.0,2.0,16.0,287.0,201.0,86.0,0.0,-0.31,-1.07,-3.8,2019,0.3333333333333333,phi,2019-09-22
4,Thu,8:20PM ET,1,0,2-2,1,Green Bay Packers,34.0,27.0,24.0,336.0,160.0,176.0,0.0,31.0,491.0,414.0,77.0,2.0,18.42,-16.95,4.12,2019,0.5,phi,2019-09-26
5,Sun,1:00PM ET,1,0,3-2,0,New York Jets,31.0,6.0,17.0,265.0,181.0,84.0,1.0,9.0,128.0,61.0,67.0,3.0,-4.56,35.65,-6.44,2019,0.6,phi,2019-10-06
