W/L,OT,@,Opp,TmScore,OppScore,PassCmp,PassAtt,PassYds,PassTd,PassInt,Sacks,SackYds,PassY/A,PassNY/A,Cmp%,Qbr,RushAtt,RushYds,RushY/A,RushTd,FGM,FGA,XPM,XPA,Pnt,PntYds,3DConv,3DAtt,4DConv,4DAtt,ToP,Year,Team,Timestamp,Win%
1,0,1,Houston Texans,35.0,20.0,23.0,34.0,283.0,4.0,0.0,0.0,0.0,8.3,8.3,67.6,132.4,27.0,96.0,3.6,1.0,0.0,0.0,5.0,5.0,5.0,207.0,7.0,12.0,0.0,0.0,28:54,2020,gnb,2020-10-25,0.8333333333333334
0,0,0,Minnesota Vikings,22.0,28.0,27.0,41.0,291.0,3.0,0.0,1.0,0.0,7.1,6.9,65.9,110.9,24.0,109.0,4.5,0.0,0.0,0.0,2.0,2.0,1.0,38.0,5.0,11.0,3.0,5.0,32:12,2020,gnb,2020-11-01,0.7142857142857143
1,0,1,San Francisco 49ers,34.0,17.0,25.0,31.0,294.0,4.0,0.0,1.0,11.0,9.8,9.2,80.6,145.8,31.0,111.0,3.6,0.0,2.0,2.0,4.0,4.0,3.0,154.0,6.0,12.0,1.0,1.0,36:30,2020,gnb,2020-11-05,0.75
1,0,0,Jacksonville Jaguars,24.0,20.0,24.0,34.0,315.0,2.0,1.0,1.0,10.0,9.6,9.0,70.6,106.9,25.0,80.0,3.2,1.0,1.0,1.0,3.0,3.0,5.0,215.0,5.0,13.0,0.0,1.0,31:41,2020,gnb,2020-11-15,0.7777777777777778
0,1,1,Indianapolis Colts,31.0,34.0,27.0,38.0,301.0,3.0,1.0,1.0,10.0,8.2,7.7,71.1,109.6,18.0,66.0,3.7,1.0,1.0,1.0,4.0,4.0,3.0,117.0,4.0,9.0,0.0,1.0,27:49,2020,gnb,2020-11-22,0.7
1,0,0,Chicago Bears,41.0,25.0,21.0,29.0,211.0,4.0,0.0,0.0,0.0,7.3,7.3,72.4,132.3,39.0,182.0,4.7,1.0,0.0,0.0,5.0,6.0,2.0,92.0,6.0,11.0,3.0,3.0,37:44,2020,gnb,2020-11-29,0.7272727272727273
1,0,0,Philadelphia Eagles,30.0,16.0,25.0,34.0,288.0,3.0,0.0,2.0,7.0,8.7,8.0,73.5,128.1,25.0,149.0,6.0,1.0,1.0,1.0,3.0,4.0,4.0,194.0,5.0,12.0,1.0,1.0,31:39,2020,gnb,2020-12-06,0.75
1,0,1,Detroit Lions,31.0,24.0,26.0,33.0,290.0,3.0,0.0,0.0,0.0,8.8,8.8,78.8,133.6,31.0,120.0,3.9,1.0,1.0,1.0,4.0,4.0,2.0,101.0,8.0,11.0,0.0,0.0,35:30,2020,gnb,2020-12-13,0.7692307692307693
1,0,0,Carolina Panthers,24.0,16.0,20.0,29.0,96.0,1.0,0.0,5.0,47.0,4.9,2.8,69.0,84.8,27.0,195.0,7.2,2.0,1.0,1.0,3.0,3.0,6.0,275.0,5.0,12.0,0.0,0.0,29:09,2020,gnb,2020-12-19,0.7857142857142857
1,0,0,Tennessee Titans,40.0,14.0,21.0,25.0,214.0,4.0,1.0,1.0,17.0,9.2,8.2,84.0,125.2,37.0,234.0,6.3,2.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,8.0,1.0,2.0,36:37,2020,gnb,2020-12-27,0.8
1,0,1,Chicago Bears,35.0,16.0,19.0,24.0,237.0,4.0,0.0,1.0,3.0,10.0,9.5,79.2,147.4,19.0,79.0,4.2,1.0,0.0,0.0,5.0,5.0,2.0,87.0,4.0,7.0,0.0,0.0,24:32,2020,gnb,2020-01-03,0.8125
0,0,1,New Orleans Saints,3.0,38.0,20.0,35.0,186.0,0.0,2.0,2.0,15.0,5.7,5.0,57.1,48.0,15.0,43.0,2.9,0.0,1.0,1.0,0.0,0.0,4.0,176.0,1.0,10.0,2.0,3.0,25:24,2021,gnb,2021-09-12,0.0
1,0,0,Detroit Lions,35.0,17.0,22.0,27.0,227.0,4.0,0.0,3.0,28.0,9.4,7.6,81.5,141.3,31.0,96.0,3.1,1.0,0.0,0.0,5.0,5.0,3.0,140.0,5.0,9.0,0.0,0.0,33:25,2021,gnb,2021-09-20,0.5
1,0,1,San Francisco 49ers,30.0,28.0,23.0,33.0,253.0,2.0,0.0,1.0,8.0,7.9,7.4,69.7,112.3,25.0,100.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,164.0,5.0,11.0,0.0,1.0,30:08,2021,gnb,2021-09-26,0.6666666666666666
1,0,0,Pittsburgh Steelers,27.0,17.0,20.0,36.0,236.0,2.0,0.0,3.0,12.0,6.9,6.1,55.6,94.2,33.0,131.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,138.0,9.0,15.0,0.0,1.0,34:41,2021,gnb,2021-10-03,0.75
1,1,1,Cincinnati Bengals,25.0,22.0,27.0,39.0,333.0,2.0,1.0,2.0,11.0,8.8,8.1,69.2,101.8,22.0,133.0,6.0,0.0,4.0,7.0,1.0,2.0,2.0,67.0,4.0,11.0,0.0,0.0,33:59,2021,gnb,2021-10-10,0.8
1,0,1,Chicago Bears,24.0,14.0,17.0,23.0,169.0,2.0,0.0,3.0,26.0,8.5,6.5,73.9,123.3,31.0,154.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,168.0,2.0,8.0,1.0,1.0,32:17,2021,gnb,2021-10-17,0.8333333333333334
1,0,0,Washington Football Team,24.0,10.0,27.0,35.0,247.0,3.0,0.0,3.0,27.0,7.8,6.5,77.1,124.3,15.0,57.0,3.8,0.0,1.0,2.0,3.0,3.0,3.0,139.0,6.0,12.0,1.0,1.0,27:06,2021,gnb,2021-10-24,0.8571428571428571
