Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
13,Sun,4:05PM ET,0,0,0-12,1,Los Angeles Chargers,10.0,19.0,17.0,291.0,202.0,89.0,2.0,23.0,429.0,335.0,94.0,0.0,0.51,-14.62,6.33,2017,0.0,cle,2017-12-03
14,Sun,1:00PM ET,0,1,0-13,0,Green Bay Packers,21.0,27.0,17.0,345.0,209.0,136.0,2.0,24.0,341.0,256.0,85.0,0.0,10.15,-13.46,-2.42,2017,0.0,cle,2017-12-10
15,Sun,1:00PM ET,0,0,0-14,0,Baltimore Ravens,10.0,27.0,15.0,266.0,136.0,130.0,4.0,23.0,376.0,279.0,97.0,0.0,-16.05,-4.51,1.63,2017,0.0,cle,2017-12-17
16,Sun,1:00PM ET,0,0,0-15,1,Chicago Bears,3.0,20.0,12.0,254.0,178.0,76.0,3.0,16.0,258.0,161.0,97.0,0.0,-16.99,-0.75,2.44,2017,0.0,cle,2017-12-24
17,Sun,1:00PM ET,0,0,0-16,1,Pittsburgh Steelers,24.0,28.0,17.0,374.0,272.0,102.0,2.0,20.0,348.0,224.0,124.0,2.0,3.23,-0.88,-4.3,2017,0.0,cle,2017-12-31
1,Sun,1:00PM ET,0,1,0-0-1,0,Pittsburgh Steelers,21.0,21.0,22.0,327.0,150.0,177.0,1.0,25.0,472.0,313.0,159.0,6.0,-11.02,12.04,-1.51,2018,0.0,cle,2018-09-09
2,Sun,1:00PM ET,0,0,0-1-1,1,New Orleans Saints,18.0,21.0,16.0,327.0,234.0,93.0,1.0,18.0,275.0,213.0,62.0,2.0,2.85,2.16,-10.01,2018,0.0,cle,2018-09-16
3,Thu,8:20PM ET,1,0,1-1-1,0,New York Jets,21.0,17.0,20.0,323.0,190.0,133.0,0.0,14.0,268.0,161.0,107.0,3.0,0.16,10.59,-6.79,2018,0.3333333333333333,cle,2018-09-20
4,Sun,4:05PM ET,0,1,1-2-1,1,Oakland Raiders,42.0,45.0,21.0,487.0,279.0,208.0,4.0,27.0,565.0,426.0,139.0,2.0,1.25,-7.23,2.16,2018,0.25,cle,2018-09-30
5,Sun,1:00PM ET,1,1,2-2-1,0,Baltimore Ravens,12.0,9.0,20.0,416.0,304.0,112.0,1.0,25.0,410.0,294.0,116.0,2.0,-7.48,11.13,-2.05,2018,0.4,cle,2018-10-07
6,Sun,1:00PM ET,0,0,2-3-1,0,Los Angeles Chargers,14.0,38.0,18.0,317.0,214.0,103.0,2.0,24.0,449.0,203.0,246.0,1.0,-14.57,-13.33,4.29,2018,0.3333333333333333,cle,2018-10-14
