Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
Division,Sat,4:35PM ET,0,0,11-7,1,Philadelphia Eagles,10.0,15.0,19.0,281.0,195.0,86.0,0.0,22.0,334.0,238.0,96.0,2.0,0.03,-8.88,6.34,2017,0.6111111111111112,atl,2017-01-13
1,Thu,8:20PM ET,0,0,0-1,1,Philadelphia Eagles,12.0,18.0,16.0,299.0,225.0,74.0,1.0,18.0,232.0,119.0,113.0,2.0,-7.26,3.11,2.58,2018,0.0,atl,2018-09-06
2,Sun,1:00PM ET,1,0,1-1,0,Carolina Panthers,31.0,24.0,23.0,442.0,272.0,170.0,1.0,27.0,439.0,318.0,121.0,1.0,22.04,-12.68,-4.66,2018,0.5,atl,2018-09-16
3,Sun,1:00PM ET,0,1,1-2,0,New Orleans Saints,37.0,43.0,24.0,407.0,359.0,48.0,0.0,32.0,534.0,391.0,143.0,0.0,20.31,-26.85,0.47,2018,0.3333333333333333,atl,2018-09-23
4,Sun,1:00PM ET,0,0,1-3,0,Cincinnati Bengals,36.0,37.0,25.0,495.0,403.0,92.0,0.0,30.0,407.0,308.0,99.0,1.0,24.63,-22.54,1.75,2018,0.25,atl,2018-09-30
5,Sun,1:00PM ET,0,0,1-4,1,Pittsburgh Steelers,17.0,41.0,22.0,324.0,262.0,62.0,1.0,22.0,381.0,250.0,131.0,1.0,-1.13,-20.96,-0.44,2018,0.2,atl,2018-10-07
6,Sun,1:00PM ET,1,0,2-4,0,Tampa Bay Buccaneers,34.0,29.0,26.0,417.0,347.0,70.0,0.0,30.0,510.0,389.0,121.0,2.0,21.03,-22.99,2.24,2018,0.3333333333333333,atl,2018-10-14
7,Mon,8:15PM ET,1,0,3-4,0,New York Giants,23.0,20.0,22.0,423.0,356.0,67.0,1.0,21.0,433.0,372.0,61.0,0.0,12.04,-12.61,2.1,2018,0.42857142857142855,atl,2018-10-22
9,Sun,1:00PM ET,1,0,4-4,1,Washington Redskins,38.0,14.0,25.0,491.0,337.0,154.0,1.0,20.0,366.0,287.0,79.0,1.0,30.07,-6.19,-4.39,2018,0.5,atl,2018-11-04
10,Sun,1:00PM ET,0,0,4-5,1,Cleveland Browns,16.0,28.0,25.0,382.0,311.0,71.0,2.0,19.0,427.0,216.0,211.0,1.0,1.81,-15.47,0.18,2018,0.4444444444444444,atl,2018-11-11
11,Sun,1:00PM ET,0,0,4-6,0,Dallas Cowboys,19.0,22.0,19.0,354.0,274.0,80.0,1.0,20.0,323.0,191.0,132.0,0.0,5.2,-10.89,0.89,2018,0.4,atl,2018-11-18
12,Thu,8:20PM ET,0,0,4-7,1,New Orleans Saints,17.0,31.0,21.0,366.0,340.0,26.0,4.0,19.0,312.0,162.0,150.0,1.0,-2.35,-11.04,0.37,2018,0.36363636363636365,atl,2018-11-22
13,Sun,1:00PM ET,0,0,4-8,0,Baltimore Ravens,16.0,26.0,16.0,131.0,97.0,34.0,1.0,25.0,366.0,159.0,207.0,1.0,-13.31,1.63,1.11,2018,0.3333333333333333,atl,2018-12-02
14,Sun,1:00PM ET,0,0,4-9,1,Green Bay Packers,20.0,34.0,22.0,344.0,237.0,107.0,2.0,23.0,300.0,162.0,138.0,0.0,1.55,-11.83,0.57,2018,0.3076923076923077,atl,2018-12-09
15,Sun,1:00PM ET,1,0,5-9,0,Arizona Cardinals,40.0,14.0,23.0,435.0,220.0,215.0,0.0,18.0,253.0,193.0,60.0,3.0,15.22,16.06,-7.62,2018,0.35714285714285715,atl,2018-12-16
16,Sun,1:00PM ET,1,0,6-9,1,Carolina Panthers,24.0,10.0,16.0,427.0,233.0,194.0,2.0,29.0,436.0,295.0,141.0,4.0,9.76,10.77,-2.58,2018,0.4,atl,2018-12-23
17,Sun,1:00PM ET,1,0,7-9,1,Tampa Bay Buccaneers,34.0,32.0,27.0,489.0,380.0,109.0,1.0,22.0,433.0,341.0,92.0,1.0,14.62,-14.51,-0.09,2018,0.4375,atl,2018-12-30
1,Sun,1:00PM ET,0,0,0-1,1,Minnesota Vikings,12.0,28.0,27.0,345.0,272.0,73.0,3.0,18.0,269.0,97.0,172.0,0.0,-1.83,-11.05,-4.34,2019,0.0,atl,2019-09-08
2,Sun,8:20PM ET,1,0,1-1,0,Philadelphia Eagles,24.0,20.0,19.0,367.0,310.0,57.0,3.0,18.0,286.0,237.0,49.0,3.0,3.96,5.22,-4.03,2019,0.5,atl,2019-09-15
3,Sun,1:00PM ET,0,0,1-2,1,Indianapolis Colts,24.0,27.0,25.0,397.0,304.0,93.0,1.0,29.0,379.0,300.0,79.0,0.0,20.23,-23.26,-2.98,2019,0.3333333333333333,atl,2019-09-22
4,Sun,1:00PM ET,0,0,1-3,0,Tennessee Titans,10.0,24.0,24.0,422.0,364.0,58.0,1.0,22.0,365.0,227.0,138.0,0.0,1.83,-10.78,-3.8,2019,0.25,atl,2019-09-29
5,Sun,1:00PM ET,0,0,1-4,1,Houston Texans,32.0,53.0,22.0,373.0,316.0,57.0,1.0,31.0,592.0,426.0,166.0,1.0,6.4,-40.69,9.43,2019,0.2,atl,2019-10-06
6,Sun,4:05PM ET,0,0,1-5,1,Arizona Cardinals,33.0,34.0,31.0,444.0,341.0,103.0,0.0,24.0,442.0,340.0,102.0,0.0,24.99,-23.23,-0.25,2019,0.16666666666666666,atl,2019-10-13
7,Sun,1:00PM ET,0,0,1-6,0,Los Angeles Rams,10.0,37.0,14.0,224.0,186.0,38.0,3.0,23.0,381.0,291.0,90.0,0.0,-10.97,-8.61,-7.98,2019,0.14285714285714285,atl,2019-10-20
8,Sun,1:00PM ET,0,0,1-7,0,Seattle Seahawks,20.0,27.0,30.0,510.0,441.0,69.0,3.0,18.0,322.0,171.0,151.0,0.0,12.89,-7.62,-15.43,2019,0.125,atl,2019-10-27
10,Sun,1:00PM ET,1,0,2-7,1,New Orleans Saints,26.0,9.0,24.0,317.0,174.0,143.0,1.0,18.0,310.0,258.0,52.0,0.0,5.44,10.99,-0.17,2019,0.2222222222222222,atl,2019-11-10
11,Sun,1:00PM ET,1,0,3-7,1,Carolina Panthers,29.0,3.0,20.0,349.0,295.0,54.0,0.0,17.0,347.0,270.0,77.0,4.0,6.14,19.3,-1.12,2019,0.3,atl,2019-11-17
12,Sun,1:00PM ET,0,0,3-8,0,Tampa Bay Buccaneers,22.0,35.0,22.0,337.0,280.0,57.0,2.0,20.0,446.0,313.0,133.0,2.0,-5.6,-11.9,3.77,2019,0.2727272727272727,atl,2019-11-24
13,Thu,8:20PM ET,0,0,3-9,0,New Orleans Saints,18.0,26.0,27.0,348.0,259.0,89.0,3.0,14.0,279.0,184.0,95.0,0.0,-5.43,-1.68,-4.87,2019,0.25,atl,2019-11-28
14,Sun,1:00PM ET,1,0,4-9,0,Carolina Panthers,40.0,20.0,22.0,461.0,302.0,159.0,0.0,27.0,345.0,245.0,100.0,4.0,19.83,-2.41,5.06,2019,0.3076923076923077,atl,2019-12-08
15,Sun,4:25PM ET,1,0,5-9,1,San Francisco 49ers,29.0,22.0,20.0,290.0,201.0,89.0,1.0,20.0,313.0,193.0,120.0,2.0,7.04,-2.84,2.73,2019,0.35714285714285715,atl,2019-12-15
16,Sun,1:00PM ET,1,0,6-9,0,Jacksonville Jaguars,24.0,12.0,28.0,518.0,383.0,135.0,2.0,17.0,288.0,173.0,115.0,1.0,18.86,4.26,-7.84,2019,0.4,atl,2019-12-22
17,Sun,1:00PM ET,1,1,7-9,1,Tampa Bay Buccaneers,28.0,22.0,28.0,373.0,286.0,87.0,1.0,14.0,329.0,193.0,136.0,3.0,-8.27,5.96,9.46,2019,0.4375,atl,2019-12-29
1,Sun,1:00PM ET,0,0,0-1,0,Seattle Seahawks,25.0,38.0,28.0,506.0,434.0,72.0,2.0,22.0,383.0,299.0,84.0,0.0,7.25,-21.28,-0.51,2020,0.0,atl,2020-09-13
