Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
5,Sun,1:00PM ET,1,0,3-2,1,New York Jets,30.0,10.0,28.0,496.0,369.0,127.0,1.0,21.0,285.0,162.0,123.0,0.0,17.2,4.27,-3.61,2020,0.6,crd,2020-10-11
6,Mon,8:15PM ET,1,0,4-2,1,Dallas Cowboys,38.0,10.0,22.0,438.0,177.0,261.0,0.0,27.0,344.0,247.0,97.0,4.0,23.56,3.91,-0.53,2020,0.6666666666666666,crd,2020-10-19
7,Sun,8:20PM ET,1,1,5-2,0,Seattle Seahawks,37.0,34.0,31.0,519.0,360.0,159.0,2.0,33.0,572.0,372.0,200.0,3.0,13.97,-11.75,0.78,2020,0.7142857142857143,crd,2020-10-25
9,Sun,4:25PM ET,0,0,5-3,0,Miami Dolphins,31.0,34.0,26.0,442.0,264.0,178.0,1.0,24.0,312.0,221.0,91.0,0.0,17.94,-15.28,-6.36,2020,0.625,crd,2020-11-08
10,Sun,4:05PM ET,1,0,6-3,0,Buffalo Bills,32.0,30.0,26.0,453.0,236.0,217.0,2.0,22.0,369.0,296.0,73.0,2.0,8.17,-3.67,-4.77,2020,0.6666666666666666,crd,2020-11-15
11,Thu,8:20PM ET,0,0,6-4,1,Seattle Seahawks,21.0,28.0,24.0,314.0,257.0,57.0,0.0,22.0,347.0,182.0,165.0,0.0,8.96,-16.03,-0.39,2020,0.6,crd,2020-11-19
12,Sun,1:00PM ET,0,0,6-5,1,New England Patriots,17.0,20.0,23.0,298.0,160.0,138.0,1.0,16.0,179.0,69.0,110.0,2.0,0.0,4.68,-9.06,2020,0.5454545454545454,crd,2020-11-29
13,Sun,4:05PM ET,0,0,6-6,0,Los Angeles Rams,28.0,38.0,18.0,232.0,140.0,92.0,2.0,30.0,463.0,344.0,119.0,1.0,-0.6,-18.92,6.43,2020,0.5,crd,2020-12-06
14,Sun,1:00PM ET,1,0,7-6,1,New York Giants,26.0,7.0,22.0,390.0,231.0,159.0,0.0,10.0,159.0,81.0,78.0,3.0,1.35,18.89,1.81,2020,0.5384615384615384,crd,2020-12-13
15,Sun,4:05PM ET,1,0,8-6,0,Philadelphia Eagles,33.0,26.0,26.0,526.0,423.0,103.0,3.0,26.0,422.0,305.0,117.0,0.0,4.72,-10.01,12.58,2020,0.5714285714285714,crd,2020-12-20
16,Sat,4:30PM ET,0,0,8-7,0,San Francisco 49ers,12.0,20.0,20.0,350.0,230.0,120.0,2.0,22.0,398.0,171.0,227.0,1.0,-10.15,-9.69,10.68,2020,0.5333333333333333,crd,2020-12-26
17,Sun,4:25PM ET,0,0,8-8,1,Los Angeles Rams,7.0,18.0,15.0,214.0,166.0,48.0,1.0,21.0,333.0,223.0,110.0,2.0,-13.48,6.77,-2.44,2020,0.5,crd,2020-01-03
1,Sun,1:00PM ET,1,0,1-0,1,Tennessee Titans,38.0,13.0,22.0,416.0,280.0,136.0,1.0,17.0,248.0,162.0,86.0,3.0,8.83,14.48,1.57,2021,1.0,crd,2021-09-12
2,Sun,4:05PM ET,1,0,2-0,0,Minnesota Vikings,34.0,33.0,21.0,474.0,371.0,103.0,2.0,22.0,419.0,242.0,177.0,0.0,11.99,-12.56,0.9,2021,1.0,crd,2021-09-19
3,Sun,1:00PM ET,1,0,3-0,1,Jacksonville Jaguars,31.0,19.0,23.0,407.0,316.0,91.0,1.0,20.0,361.0,202.0,159.0,4.0,13.26,7.87,-9.13,2021,1.0,crd,2021-09-26
4,Sun,4:05PM ET,1,0,4-0,1,Los Angeles Rams,37.0,20.0,27.0,465.0,249.0,216.0,0.0,24.0,401.0,280.0,121.0,2.0,21.72,-8.94,2.64,2021,1.0,crd,2021-10-03
5,Sun,4:25PM ET,1,0,5-0,0,San Francisco 49ers,17.0,10.0,20.0,304.0,210.0,94.0,1.0,19.0,338.0,186.0,152.0,1.0,1.74,6.53,0.47,2021,1.0,crd,2021-10-10
6,Sun,4:05PM ET,1,0,6-0,1,Cleveland Browns,37.0,14.0,24.0,352.0,208.0,144.0,0.0,16.0,290.0,217.0,73.0,3.0,16.91,10.01,-1.93,2021,1.0,crd,2021-10-17
7,Sun,4:25PM ET,1,0,7-0,0,Houston Texans,31.0,5.0,24.0,397.0,225.0,172.0,1.0,8.0,160.0,118.0,42.0,1.0,13.37,23.71,-10.47,2021,1.0,crd,2021-10-24
8,Thu,8:20PM ET,0,0,7-1,0,Green Bay Packers,21.0,24.0,22.0,334.0,260.0,74.0,3.0,24.0,335.0,184.0,151.0,0.0,9.86,-7.88,-6.65,2021,0.875,crd,2021-10-28
9,Sun,4:25PM ET,1,0,8-1,1,San Francisco 49ers,31.0,17.0,22.0,437.0,274.0,163.0,0.0,22.0,337.0,298.0,39.0,3.0,17.45,-2.1,-2.39,2021,0.8888888888888888,crd,2021-11-07
10,Sun,4:05PM ET,0,0,8-2,0,Carolina Panthers,10.0,34.0,11.0,169.0,104.0,65.0,2.0,24.0,341.0,175.0,166.0,2.0,-19.35,-2.27,-1.02,2021,0.8,crd,2021-11-14
