W/L,OT,@,Opp,TmScore,OppScore,PassCmp,PassAtt,PassYds,PassTd,PassInt,Sacks,SackYds,PassY/A,PassNY/A,Cmp%,Qbr,RushAtt,RushYds,RushY/A,RushTd,FGM,FGA,XPM,XPA,Pnt,PntYds,3DConv,3DAtt,4DConv,4DAtt,ToP,Year,Team,Timestamp,Win%
1,0,0,Denver Broncos,20.0,14.0,20.0,33.0,305.0,2.0,1.0,3.0,27.0,10.1,8.5,60.6,98.7,30.0,84.0,2.8,0.0,2.0,2.0,2.0,2.0,5.0,210.0,4.0,13.0,0.0,1.0,30:41,2018,sfo,2018-12-09,0.23076923076923078
1,1,0,Seattle Seahawks,26.0,23.0,20.0,29.0,257.0,1.0,0.0,3.0,18.0,9.5,8.0,69.0,108.0,26.0,94.0,3.6,0.0,4.0,4.0,2.0,2.0,4.0,192.0,3.0,10.0,0.0,0.0,29:40,2018,sfo,2018-12-16,0.2857142857142857
0,0,0,Chicago Bears,9.0,14.0,22.0,38.0,232.0,0.0,1.0,1.0,9.0,6.3,5.9,57.9,64.8,15.0,47.0,3.1,0.0,3.0,3.0,0.0,0.0,4.0,181.0,7.0,14.0,0.0,1.0,24:30,2018,sfo,2018-12-23,0.26666666666666666
0,0,1,Los Angeles Rams,32.0,48.0,23.0,33.0,264.0,3.0,3.0,3.0,18.0,8.5,7.3,69.7,85.9,22.0,127.0,5.8,1.0,1.0,1.0,3.0,3.0,2.0,99.0,3.0,11.0,1.0,1.0,28:10,2018,sfo,2018-12-30,0.25
1,0,1,Tampa Bay Buccaneers,31.0,17.0,18.0,27.0,158.0,1.0,1.0,1.0,8.0,6.1,5.6,66.7,78.9,32.0,98.0,3.1,0.0,3.0,4.0,2.0,2.0,2.0,91.0,5.0,13.0,0.0,0.0,30:04,2019,sfo,2019-09-08,1.0
1,0,1,Cincinnati Bengals,41.0,17.0,18.0,26.0,312.0,3.0,1.0,0.0,0.0,12.0,12.0,69.2,132.2,42.0,259.0,6.2,2.0,2.0,3.0,5.0,5.0,2.0,75.0,5.0,9.0,0.0,0.0,32:19,2019,sfo,2019-09-15,1.0
1,0,0,Pittsburgh Steelers,24.0,20.0,23.0,32.0,268.0,1.0,2.0,1.0,9.0,8.7,8.1,71.9,81.2,40.0,168.0,4.2,2.0,1.0,1.0,3.0,3.0,3.0,150.0,6.0,11.0,0.0,0.0,36:17,2019,sfo,2019-09-22,1.0
1,0,0,Cleveland Browns,31.0,3.0,20.0,29.0,171.0,2.0,0.0,2.0,10.0,6.2,5.5,69.0,107.1,40.0,275.0,6.9,2.0,1.0,4.0,4.0,4.0,4.0,176.0,6.0,16.0,1.0,1.0,37:43,2019,sfo,2019-10-07,1.0
1,0,1,Los Angeles Rams,20.0,7.0,24.0,33.0,232.0,0.0,1.0,2.0,11.0,7.4,6.6,72.7,79.4,41.0,99.0,2.4,2.0,2.0,3.0,2.0,2.0,4.0,159.0,8.0,17.0,1.0,1.0,38:52,2019,sfo,2019-10-13,1.0
1,0,1,Washington Redskins,9.0,0.0,12.0,21.0,146.0,0.0,1.0,2.0,5.0,7.2,6.3,57.1,58.8,39.0,137.0,3.5,0.0,3.0,4.0,0.0,0.0,2.0,94.0,7.0,16.0,1.0,2.0,33:24,2019,sfo,2019-10-20,1.0
1,0,0,Carolina Panthers,51.0,13.0,18.0,22.0,156.0,2.0,1.0,3.0,19.0,8.0,6.2,81.8,107.6,38.0,232.0,6.1,5.0,1.0,1.0,6.0,6.0,3.0,121.0,5.0,10.0,0.0,0.0,33:01,2019,sfo,2019-10-27,1.0
1,0,1,Arizona Cardinals,28.0,25.0,28.0,37.0,310.0,4.0,0.0,1.0,7.0,8.6,8.2,75.7,136.1,31.0,101.0,3.3,0.0,0.0,0.0,4.0,4.0,5.0,231.0,11.0,17.0,1.0,1.0,34:31,2019,sfo,2019-10-31,1.0
0,1,0,Seattle Seahawks,24.0,27.0,24.0,46.0,215.0,1.0,1.0,5.0,33.0,5.4,4.2,52.2,63.2,27.0,87.0,3.2,0.0,3.0,4.0,1.0,1.0,5.0,232.0,6.0,15.0,0.0,1.0,34:41,2019,sfo,2019-11-11,0.8888888888888888
1,0,0,Arizona Cardinals,36.0,26.0,34.0,45.0,408.0,4.0,2.0,2.0,16.0,9.4,8.7,75.6,113.9,19.0,34.0,1.8,0.0,1.0,1.0,3.0,3.0,2.0,101.0,6.0,13.0,0.0,2.0,28:37,2019,sfo,2019-11-17,0.9
1,0,0,Green Bay Packers,37.0,8.0,14.0,20.0,227.0,2.0,0.0,3.0,26.0,12.7,9.9,70.0,141.0,22.0,112.0,5.1,2.0,3.0,3.0,4.0,4.0,4.0,182.0,3.0,9.0,0.0,0.0,24:44,2019,sfo,2019-11-24,0.9090909090909091
0,0,1,Baltimore Ravens,17.0,20.0,15.0,21.0,157.0,1.0,0.0,2.0,8.0,7.9,6.8,71.4,108.6,29.0,174.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,90.0,4.0,12.0,1.0,2.0,27:34,2019,sfo,2019-12-01,0.8333333333333334
1,0,1,New Orleans Saints,48.0,46.0,27.0,36.0,354.0,5.0,1.0,3.0,30.0,10.7,9.1,75.0,133.6,24.0,162.0,6.8,1.0,2.0,2.0,6.0,6.0,3.0,134.0,6.0,12.0,1.0,1.0,28:37,2019,sfo,2019-12-08,0.8461538461538461
0,0,0,Atlanta Falcons,22.0,29.0,22.0,34.0,193.0,1.0,0.0,1.0,7.0,5.9,5.5,64.7,89.5,27.0,120.0,4.4,1.0,3.0,3.0,1.0,2.0,4.0,184.0,4.0,12.0,1.0,1.0,30:48,2019,sfo,2019-12-15,0.7857142857142857
1,0,0,Los Angeles Rams,34.0,31.0,16.0,27.0,215.0,1.0,2.0,6.0,33.0,9.2,6.5,59.3,66.1,23.0,119.0,5.2,2.0,2.0,2.0,4.0,4.0,5.0,219.0,4.0,10.0,0.0,0.0,27:39,2019,sfo,2019-12-21,0.8
1,0,1,Seattle Seahawks,26.0,21.0,18.0,22.0,270.0,0.0,0.0,2.0,15.0,13.0,11.3,81.8,117.8,24.0,128.0,5.3,3.0,2.0,2.0,2.0,2.0,2.0,94.0,4.0,8.0,0.0,0.0,27:04,2019,sfo,2019-12-29,0.8125
0,0,0,Arizona Cardinals,20.0,24.0,19.0,33.0,243.0,2.0,0.0,3.0,16.0,7.8,6.8,57.6,100.9,25.0,123.0,4.9,0.0,2.0,2.0,2.0,2.0,5.0,178.0,2.0,11.0,0.0,2.0,28:34,2020,sfo,2020-09-13,0.0
1,0,1,New York Jets,31.0,13.0,22.0,27.0,177.0,2.0,1.0,3.0,25.0,7.5,5.9,81.5,103.2,29.0,182.0,6.3,2.0,1.0,1.0,4.0,4.0,4.0,199.0,7.0,13.0,0.0,0.0,32:13,2020,sfo,2020-09-20,0.5
1,0,1,New York Giants,36.0,9.0,25.0,36.0,327.0,1.0,0.0,2.0,16.0,9.5,8.6,69.4,107.1,35.0,93.0,2.7,3.0,3.0,4.0,3.0,3.0,0.0,0.0,8.0,12.0,0.0,0.0,39:44,2020,sfo,2020-09-27,0.6666666666666666
0,0,0,Philadelphia Eagles,20.0,25.0,32.0,45.0,301.0,1.0,2.0,5.0,37.0,7.5,6.0,71.1,78.1,20.0,116.0,5.8,2.0,0.0,0.0,2.0,2.0,4.0,177.0,5.0,11.0,0.0,1.0,30:31,2020,sfo,2020-10-04,0.5
0,0,0,Miami Dolphins,17.0,43.0,16.0,35.0,128.0,1.0,2.0,5.0,43.0,4.9,3.2,45.7,41.1,19.0,131.0,6.9,1.0,1.0,1.0,2.0,2.0,3.0,133.0,2.0,10.0,0.0,2.0,23:07,2020,sfo,2020-10-11,0.4
1,0,0,Los Angeles Rams,24.0,16.0,23.0,33.0,268.0,3.0,0.0,0.0,0.0,8.1,8.1,69.7,124.3,37.0,122.0,3.3,0.0,1.0,1.0,3.0,3.0,5.0,235.0,5.0,13.0,1.0,1.0,37:55,2020,sfo,2020-10-18,0.5
1,0,1,New England Patriots,33.0,6.0,20.0,25.0,270.0,0.0,2.0,1.0,7.0,11.1,10.4,80.0,78.3,37.0,197.0,5.3,4.0,2.0,2.0,3.0,4.0,1.0,45.0,5.0,9.0,0.0,0.0,38:23,2020,sfo,2020-10-25,0.5714285714285714
0,0,1,Seattle Seahawks,27.0,37.0,29.0,41.0,299.0,2.0,1.0,3.0,23.0,7.9,6.8,70.7,97.5,22.0,52.0,2.4,2.0,0.0,0.0,3.0,3.0,4.0,202.0,6.0,13.0,2.0,2.0,29:02,2020,sfo,2020-11-01,0.5
0,0,0,Green Bay Packers,17.0,34.0,22.0,35.0,282.0,1.0,1.0,1.0,9.0,8.3,7.8,62.9,85.7,17.0,55.0,3.2,1.0,1.0,1.0,2.0,2.0,4.0,219.0,3.0,10.0,0.0,1.0,23:30,2020,sfo,2020-11-05,0.4444444444444444
0,0,1,New Orleans Saints,13.0,27.0,24.0,39.0,232.0,1.0,2.0,2.0,15.0,6.3,5.7,61.5,65.3,25.0,49.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,239.0,7.0,16.0,0.0,1.0,32:54,2020,sfo,2020-11-15,0.4
1,0,1,Los Angeles Rams,23.0,20.0,24.0,35.0,233.0,0.0,1.0,2.0,19.0,7.2,6.3,68.6,75.1,33.0,112.0,3.4,1.0,3.0,4.0,2.0,2.0,7.0,357.0,3.0,14.0,1.0,1.0,34:03,2020,sfo,2020-11-29,0.45454545454545453
0,0,0,Buffalo Bills,24.0,34.0,26.0,39.0,316.0,3.0,2.0,0.0,0.0,8.1,8.1,66.7,95.7,21.0,86.0,4.1,0.0,1.0,1.0,3.0,3.0,2.0,90.0,6.0,11.0,0.0,1.0,25:02,2020,sfo,2020-12-07,0.4166666666666667
0,0,0,Washington Football Team,15.0,23.0,25.0,45.0,236.0,1.0,1.0,4.0,24.0,5.8,4.8,55.6,68.4,27.0,108.0,4.0,1.0,0.0,0.0,1.0,1.0,9.0,411.0,4.0,15.0,0.0,1.0,32:11,2020,sfo,2020-12-13,0.38461538461538464
0,0,1,Dallas Cowboys,33.0,41.0,26.0,43.0,308.0,3.0,2.0,2.0,11.0,7.4,6.8,60.5,86.2,36.0,150.0,4.2,1.0,2.0,2.0,3.0,3.0,4.0,186.0,6.0,15.0,1.0,1.0,34:56,2020,sfo,2020-12-20,0.35714285714285715
1,0,1,Arizona Cardinals,20.0,12.0,13.0,22.0,171.0,3.0,0.0,3.0,11.0,8.3,6.8,59.1,123.3,30.0,227.0,7.6,0.0,0.0,2.0,2.0,3.0,5.0,195.0,2.0,9.0,0.0,0.0,27:44,2020,sfo,2020-12-26,0.4
0,0,0,Seattle Seahawks,23.0,26.0,25.0,37.0,242.0,1.0,0.0,3.0,31.0,7.4,6.1,67.6,94.7,24.0,86.0,3.6,1.0,3.0,3.0,2.0,2.0,5.0,227.0,6.0,15.0,1.0,1.0,32:20,2020,sfo,2020-01-03,0.375
1,0,1,Detroit Lions,41.0,33.0,18.0,26.0,311.0,2.0,0.0,1.0,8.0,12.3,11.5,69.2,135.3,28.0,131.0,4.7,2.0,2.0,3.0,5.0,5.0,2.0,76.0,3.0,9.0,0.0,0.0,26:32,2021,sfo,2021-09-12,1.0
1,0,1,Philadelphia Eagles,17.0,11.0,22.0,30.0,189.0,1.0,0.0,0.0,0.0,6.3,6.3,73.3,100.6,38.0,117.0,3.1,1.0,1.0,1.0,2.0,2.0,5.0,226.0,6.0,14.0,1.0,1.0,34:54,2021,sfo,2021-09-19,1.0
0,0,0,Green Bay Packers,28.0,30.0,25.0,40.0,231.0,2.0,1.0,4.0,26.0,6.4,5.3,62.5,84.5,21.0,67.0,3.2,2.0,0.0,0.0,4.0,4.0,4.0,213.0,7.0,11.0,0.0,0.0,29:52,2021,sfo,2021-09-26,0.6666666666666666
0,0,0,Seattle Seahawks,21.0,28.0,23.0,41.0,314.0,3.0,1.0,2.0,8.0,7.9,7.3,56.1,95.0,29.0,143.0,4.9,0.0,0.0,1.0,1.0,2.0,6.0,262.0,2.0,14.0,3.0,4.0,31:40,2021,sfo,2021-10-03,0.5
0,0,1,Arizona Cardinals,10.0,17.0,15.0,29.0,186.0,0.0,1.0,2.0,6.0,6.6,6.0,51.7,57.5,28.0,152.0,5.4,1.0,1.0,1.0,1.0,1.0,2.0,97.0,3.0,11.0,1.0,5.0,31:54,2021,sfo,2021-10-10,0.4
0,0,0,Indianapolis Colts,18.0,30.0,16.0,27.0,169.0,1.0,2.0,2.0,12.0,6.7,5.8,59.3,59.0,24.0,111.0,4.6,1.0,2.0,2.0,0.0,1.0,4.0,193.0,1.0,11.0,0.0,0.0,26:04,2021,sfo,2021-10-24,0.3333333333333333
1,0,1,Chicago Bears,33.0,22.0,17.0,28.0,322.0,0.0,0.0,0.0,0.0,11.5,11.5,60.7,100.6,26.0,145.0,5.6,3.0,4.0,5.0,1.0,2.0,0.0,0.0,4.0,10.0,1.0,1.0,23:11,2021,sfo,2021-10-31,0.42857142857142855
0,0,0,Arizona Cardinals,17.0,31.0,28.0,40.0,298.0,2.0,1.0,5.0,28.0,8.2,6.6,70.0,97.7,11.0,39.0,3.5,0.0,1.0,1.0,2.0,2.0,4.0,163.0,4.0,10.0,0.0,0.0,23:13,2021,sfo,2021-11-07,0.375
1,0,0,Los Angeles Rams,31.0,10.0,15.0,19.0,179.0,2.0,0.0,1.0,3.0,9.6,9.0,78.9,141.0,44.0,156.0,3.5,1.0,1.0,1.0,4.0,4.0,3.0,127.0,8.0,14.0,1.0,2.0,39:03,2021,sfo,2021-11-15,0.4444444444444444
