PassCmp,PassAtt,PassYds,PassTd,PassInt,Sacks,SackYds,PassY/A,Cmp%,Qbr,RushAtt,RushYds,RushY/A,RushTd,FGM,FGA,XPM,XPA,Pnt,PntYds,3DConv,3DAtt,4DConv,4DAtt,ToP,Timestamp,Week,Day,Time,W/L,OT,Record,@,Opp,TmScore,OppScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,Team,Year,month,year,Avg3Game,Avg6Game,Win%
23.0,34.0,184.0,1.0,0.0,5.0,28.0,6.2,67.6,90.8,35.0,166.0,4.7,1.0,3.0,3.0,2.0,2.0,4.0,158.0,6.0,15.0,0.0,1.0,36:27,2020-11-08,9,Sun,1:00PM ET,1,0,2-7,1,Washington Football Team,23.0,20.0,22.0,350.0,184.0,166.0,0.0,19.0,402.0,365.0,37.0,5.0,1.55,-2.73,4.12,nyg,2020,11,2020,22.333333333333332,21.666666666666668,0.2222222222222222
21.0,28.0,231.0,0.0,0.0,3.0,13.0,8.7,75.0,99.0,36.0,151.0,4.2,3.0,2.0,2.0,3.0,3.0,4.0,213.0,5.0,14.0,1.0,2.0,31:43,2020-11-15,10,Sun,1:00PM ET,1,0,3-7,0,Philadelphia Eagles,27.0,17.0,22.0,382.0,231.0,151.0,0.0,22.0,346.0,190.0,156.0,0.0,14.42,-2.7,4.88,nyg,2020,11,2020,24.333333333333332,24.666666666666668,0.3
22.0,38.0,244.0,0.0,0.0,0.0,0.0,6.4,57.9,77.1,42.0,142.0,3.4,1.0,4.0,4.0,1.0,1.0,5.0,233.0,9.0,21.0,3.0,3.0,37:26,2020-11-29,12,Sun,1:00PM ET,1,0,4-7,1,Cincinnati Bengals,19.0,17.0,19.0,386.0,244.0,142.0,1.0,11.0,155.0,115.0,40.0,3.0,-2.23,18.51,-12.92,nyg,2020,11,2020,23.0,22.166666666666668,0.36363636363636365
13.0,22.0,100.0,1.0,1.0,2.0,5.0,4.8,59.1,66.5,31.0,190.0,6.1,1.0,1.0,1.0,0.0,1.0,7.0,261.0,3.0,12.0,0.0,0.0,29:49,2020-12-06,13,Sun,4:05PM ET,1,0,5-7,1,Seattle Seahawks,17.0,12.0,13.0,290.0,100.0,190.0,1.0,21.0,327.0,216.0,111.0,2.0,-3.56,10.03,-2.18,nyg,2020,12,2020,21.0,21.666666666666668,0.4166666666666667
13.0,24.0,81.0,0.0,0.0,8.0,64.0,6.0,54.2,61.3,17.0,78.0,4.6,1.0,0.0,0.0,1.0,1.0,8.0,390.0,3.0,12.0,1.0,1.0,22:07,2020-12-13,14,Sun,1:00PM ET,0,0,5-8,0,Arizona Cardinals,7.0,26.0,10.0,159.0,81.0,78.0,3.0,22.0,390.0,231.0,159.0,0.0,-18.89,-1.35,-1.81,nyg,2020,12,2020,14.333333333333334,19.333333333333332,0.38461538461538464
19.0,32.0,214.0,0.0,0.0,1.0,7.0,6.9,59.4,79.4,21.0,74.0,3.5,0.0,2.0,2.0,0.0,0.0,2.0,69.0,5.0,11.0,0.0,2.0,25:57,2020-12-20,15,Sun,8:20PM ET,0,0,5-9,0,Cleveland Browns,6.0,20.0,14.0,288.0,214.0,74.0,0.0,24.0,392.0,286.0,106.0,0.0,0.85,-16.29,1.67,nyg,2020,12,2020,10.0,16.5,0.35714285714285715
24.0,41.0,215.0,1.0,0.0,6.0,37.0,6.1,58.5,80.8,12.0,54.0,4.5,0.0,2.0,2.0,1.0,1.0,3.0,141.0,1.0,10.0,1.0,3.0,24:51,2020-12-27,16,Sun,1:00PM ET,0,0,5-10,1,Baltimore Ravens,13.0,27.0,24.0,269.0,215.0,54.0,0.0,25.0,432.0,183.0,249.0,1.0,-3.69,-17.45,5.16,nyg,2020,12,2020,8.666666666666666,14.833333333333334,0.3333333333333333
17.0,25.0,211.0,2.0,1.0,2.0,18.0,9.2,68.0,103.9,28.0,125.0,4.5,1.0,1.0,1.0,2.0,3.0,5.0,226.0,0.0,7.0,0.0,0.0,27:27,2020-01-03,17,Sun,1:00PM ET,1,0,6-10,0,Dallas Cowboys,23.0,19.0,22.0,336.0,211.0,125.0,2.0,26.0,307.0,199.0,108.0,1.0,4.34,3.56,-4.88,nyg,2020,1,2020,14.0,14.166666666666666,0.375
22.0,37.0,254.0,1.0,0.0,2.0,13.0,7.2,59.5,89.2,20.0,60.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,162.0,6.0,12.0,1.0,3.0,24:52,2021-09-12,1,Sun,4:25PM ET,0,0,0-1,0,Denver Broncos,13.0,27.0,19.0,314.0,254.0,60.0,1.0,24.0,420.0,255.0,165.0,1.0,3.89,-20.31,3.35,nyg,2021,9,2021,,,0.0
22.0,32.0,228.0,1.0,0.0,4.0,21.0,7.8,68.8,99.5,28.0,163.0,5.8,1.0,5.0,5.0,2.0,2.0,3.0,123.0,4.0,12.0,0.0,0.0,31:44,2021-09-16,2,Thu,8:20PM ET,0,0,0-2,1,Washington Football Team,29.0,30.0,21.0,391.0,228.0,163.0,0.0,25.0,407.0,320.0,87.0,1.0,10.45,-12.19,0.6,nyg,2021,9,2021,,,0.0
24.0,35.0,246.0,0.0,0.0,2.0,20.0,7.6,68.6,88.5,27.0,100.0,3.7,1.0,2.0,2.0,0.0,0.0,5.0,229.0,7.0,14.0,0.0,0.0,31:51,2021-09-26,3,Sun,1:00PM ET,0,0,0-3,0,Atlanta Falcons,14.0,17.0,21.0,346.0,246.0,100.0,1.0,18.0,296.0,227.0,69.0,1.0,2.33,-2.1,-3.38,nyg,2021,9,2021,18.666666666666668,,0.0
28.0,40.0,402.0,2.0,1.0,0.0,0.0,10.1,70.0,108.5,20.0,83.0,4.2,1.0,2.0,3.0,1.0,1.0,4.0,157.0,4.0,11.0,0.0,0.0,27:35,2021-10-03,4,Sun,1:00PM ET,1,1,1-3,1,New Orleans Saints,27.0,21.0,21.0,485.0,402.0,83.0,1.0,21.0,405.0,235.0,170.0,1.0,15.58,-9.0,-1.58,nyg,2021,10,2021,23.333333333333332,,0.25
21.0,39.0,294.0,1.0,2.0,0.0,0.0,7.5,53.8,65.5,25.0,73.0,2.9,1.0,2.0,3.0,2.0,2.0,2.0,90.0,4.0,13.0,2.0,3.0,27:48,2021-10-10,5,Sun,4:25PM ET,0,0,1-4,1,Dallas Cowboys,20.0,44.0,20.0,367.0,294.0,73.0,2.0,26.0,515.0,314.0,201.0,2.0,-2.65,-20.79,-2.08,nyg,2021,10,2021,20.333333333333332,,0.2
29.0,51.0,201.0,0.0,3.0,4.0,41.0,4.7,56.9,41.4,18.0,60.0,3.3,1.0,1.0,1.0,0.0,0.0,4.0,210.0,4.0,15.0,2.0,4.0,27:38,2021-10-17,6,Sun,1:00PM ET,0,0,1-5,0,Los Angeles Rams,11.0,38.0,21.0,261.0,201.0,60.0,4.0,22.0,365.0,234.0,131.0,2.0,-19.06,-7.63,0.96,nyg,2021,10,2021,19.333333333333332,19.0,0.16666666666666666
24.0,34.0,199.0,1.0,0.0,2.0,20.0,6.4,70.6,95.1,31.0,103.0,3.3,1.0,3.0,3.0,2.0,2.0,5.0,229.0,7.0,16.0,0.0,1.0,34:35,2021-10-24,7,Sun,1:00PM ET,1,0,2-5,0,Carolina Panthers,25.0,3.0,21.0,302.0,199.0,103.0,0.0,11.0,173.0,117.0,56.0,1.0,-3.21,22.46,2.91,nyg,2021,10,2021,18.666666666666668,21.0,0.2857142857142857
23.0,33.0,228.0,2.0,1.0,3.0,13.0,7.3,69.7,96.5,20.0,72.0,3.6,0.0,1.0,1.0,2.0,2.0,5.0,215.0,4.0,12.0,1.0,2.0,25:22,2021-11-01,8,Mon,8:15PM ET,0,0,2-6,1,Kansas City Chiefs,17.0,20.0,18.0,300.0,228.0,72.0,1.0,29.0,368.0,261.0,107.0,2.0,-2.3,-2.01,-2.73,nyg,2021,11,2021,17.666666666666668,19.0,0.25
