Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
10,Sun,November 15,8:20PM ET,boxscore,1,0,4-5,0,Baltimore Ravens,23.0,17.0,25.0,308.0,135.0,173.0,0.0,19.0,357.0,242.0,115.0,1.0,13.95,-3.45,-1.86,2020,nwe,November,15,2020/November/15,2020-11-15
11,Sun,November 22,1:00PM ET,boxscore,0,0,4-6,1,Houston Texans,20.0,27.0,22.0,435.0,349.0,86.0,0.0,21.0,399.0,344.0,55.0,0.0,13.67,-15.69,-0.27,2020,nwe,November,22,2020/November/22,2020-11-22
12,Sun,November 29,1:00PM ET,boxscore,1,0,5-6,0,Arizona Cardinals,20.0,17.0,16.0,179.0,69.0,110.0,2.0,23.0,298.0,160.0,138.0,1.0,-4.68,0.0,9.06,2020,nwe,November,29,2020/November/29,2020-11-29
13,Sun,December 6,4:25PM ET,boxscore,1,0,6-6,1,Los Angeles Chargers,45.0,0.0,22.0,291.0,126.0,165.0,0.0,17.0,258.0,188.0,70.0,2.0,9.66,16.13,22.19,2020,nwe,December,6,2020/December/6,2020-12-06
14,Thu,December 10,8:20PM ET,boxscore,0,0,6-7,1,Los Angeles Rams,3.0,24.0,10.0,220.0,113.0,107.0,1.0,17.0,318.0,132.0,186.0,1.0,-29.77,-1.19,8.58,2020,nwe,December,10,2020/December/10,2020-12-10
15,Sun,December 20,1:00PM ET,boxscore,0,0,6-8,1,Miami Dolphins,12.0,22.0,18.0,303.0,186.0,117.0,1.0,26.0,383.0,133.0,250.0,1.0,-1.0,-16.71,6.16,2020,nwe,December,20,2020/December/20,2020-12-20
16,Mon,December 28,8:15PM ET,boxscore,0,0,6-9,0,Buffalo Bills,9.0,38.0,11.0,201.0,56.0,145.0,0.0,31.0,474.0,344.0,130.0,0.0,-2.39,-26.17,1.1,2020,nwe,December,28,2020/December/28,2020-12-28
17,Sun,January 3,1:00PM ET,boxscore,1,0,7-9,0,New York Jets,28.0,14.0,23.0,404.0,238.0,166.0,0.0,21.0,350.0,239.0,111.0,2.0,18.13,-3.92,-0.05,2020,nwe,January,3,2020/January/3,2020-01-03
1,Sun,September 12,4:25PM ET,boxscore,0,0,0-1,0,Miami Dolphins,16.0,17.0,24.0,393.0,268.0,125.0,2.0,16.0,259.0,185.0,74.0,1.0,5.75,0.74,-6.05,2021,nwe,September,12,2021/September/12,2021-09-12
2,Sun,September 19,1:00PM ET,boxscore,1,0,1-1,1,New York Jets,25.0,6.0,17.0,260.0,159.0,101.0,0.0,18.0,336.0,184.0,152.0,4.0,0.24,12.66,3.52,2021,nwe,September,19,2021/September/19,2021-09-19
3,Sun,September 26,1:00PM ET,boxscore,0,0,1-2,0,New Orleans Saints,13.0,28.0,16.0,300.0,251.0,49.0,3.0,19.0,252.0,110.0,142.0,0.0,-16.39,-3.67,5.4,2021,nwe,September,26,2021/September/26,2021-09-26
4,Sun,October 3,8:20PM ET,boxscore,0,0,1-3,0,Tampa Bay Buccaneers,17.0,19.0,20.0,294.0,295.0,-1.0,2.0,22.0,381.0,261.0,120.0,0.0,0.96,-5.45,2.94,2021,nwe,October,3,2021/October/3,2021-10-03
5,Sun,October 10,1:00PM ET,boxscore,1,0,2-3,1,Houston Texans,25.0,22.0,21.0,352.0,226.0,126.0,2.0,14.0,360.0,293.0,67.0,1.0,6.89,-13.76,8.6,2021,nwe,October,10,2021/October/10,2021-10-10
6,Sun,October 17,4:25PM ET,boxscore,0,1,2-4,0,Dallas Cowboys,29.0,35.0,17.0,335.0,215.0,120.0,2.0,32.0,567.0,445.0,122.0,2.0,0.65,-9.87,0.9,2021,nwe,October,17,2021/October/17,2021-10-17
7,Sun,October 24,1:00PM ET,boxscore,1,0,3-4,0,New York Jets,54.0,13.0,32.0,551.0,403.0,148.0,0.0,18.0,299.0,237.0,62.0,3.0,37.61,5.92,0.06,2021,nwe,October,24,2021/October/24,2021-10-24
8,Sun,October 31,4:05PM ET,boxscore,1,0,4-4,1,Los Angeles Chargers,27.0,24.0,21.0,352.0,210.0,142.0,1.0,17.0,369.0,206.0,163.0,2.0,-1.47,-1.35,9.98,2021,nwe,October,31,2021/October/31,2021-10-31
9,Sun,November 7,1:00PM ET,boxscore,1,0,5-4,1,Carolina Panthers,24.0,6.0,17.0,273.0,122.0,151.0,2.0,13.0,240.0,162.0,78.0,3.0,-3.56,26.35,-5.26,2021,nwe,November,7,2021/November/7,2021-11-07
10,Sun,November 14,1:00PM ET,boxscore,1,0,6-4,0,Cleveland Browns,45.0,7.0,30.0,452.0,268.0,184.0,0.0,17.0,217.0,118.0,99.0,1.0,31.28,9.48,-2.69,2021,nwe,November,14,2021/November/14,2021-11-14
