Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
14,Sun,December 8,1:00PM ET,boxscore,1,0,9-4,0,Detroit Lions,20.0,7.0,22.0,354.0,234.0,120.0,0.0,18.0,231.0,161.0,70.0,2.0,3.77,7.27,-0.3,2019,min,December,8,2019/December/8,2019-12-08
15,Sun,December 15,4:05PM ET,boxscore,1,0,10-4,1,Los Angeles Chargers,39.0,10.0,18.0,344.0,207.0,137.0,1.0,17.0,345.0,283.0,62.0,7.0,5.27,20.63,-0.79,2019,min,December,15,2019/December/15,2019-12-15
16,Mon,December 23,8:15PM ET,boxscore,0,0,10-5,0,Green Bay Packers,10.0,23.0,7.0,139.0,82.0,57.0,1.0,22.0,383.0,199.0,184.0,3.0,-25.86,5.18,6.94,2019,min,December,23,2019/December/23,2019-12-23
17,Sun,December 29,1:00PM ET,boxscore,0,0,10-6,0,Chicago Bears,19.0,21.0,14.0,300.0,126.0,174.0,3.0,24.0,337.0,179.0,158.0,1.0,2.15,-1.26,1.08,2019,min,December,29,2019/December/29,2019-12-29
Wild Card,Sun,January 5,1:05PM ET,boxscore,1,1,11-6,1,New Orleans Saints,26.0,20.0,22.0,362.0,226.0,136.0,1.0,19.0,324.0,227.0,97.0,2.0,3.22,-1.72,3.43,2019,min,January,5,2019/January/5,2019-01-05
Division,Sat,January 11,4:35PM ET,boxscore,0,0,11-7,1,San Francisco 49ers,10.0,27.0,7.0,147.0,126.0,21.0,2.0,21.0,308.0,122.0,186.0,2.0,-16.91,-0.66,0.78,2019,min,January,11,2019/January/11,2019-01-11
1,Sun,September 13,1:00PM ET,boxscore,0,0,0-1,0,Green Bay Packers,34.0,43.0,25.0,382.0,248.0,134.0,1.0,31.0,522.0,364.0,158.0,0.0,19.11,-28.03,-3.78,2020,min,September,13,2020/September/13,2020-09-13
2,Sun,September 20,1:00PM ET,boxscore,0,0,0-2,1,Indianapolis Colts,11.0,28.0,12.0,175.0,95.0,80.0,3.0,24.0,354.0,203.0,151.0,1.0,-9.97,-5.63,-4.52,2020,min,September,20,2020/September/20,2020-09-20
3,Sun,September 27,1:00PM ET,boxscore,0,0,0-3,0,Tennessee Titans,30.0,31.0,22.0,464.0,238.0,226.0,3.0,23.0,444.0,310.0,134.0,1.0,10.21,-3.79,-7.95,2020,min,September,27,2020/September/27,2020-09-27
4,Sun,October 4,1:00PM ET,boxscore,1,0,1-3,1,Houston Texans,31.0,23.0,24.0,410.0,248.0,162.0,0.0,20.0,386.0,290.0,96.0,1.0,17.07,-8.81,-1.44,2020,min,October,4,2020/October/4,2020-10-04
5,Sun,October 11,8:20PM ET,boxscore,0,0,1-4,1,Seattle Seahawks,26.0,27.0,31.0,449.0,248.0,201.0,2.0,18.0,314.0,190.0,124.0,1.0,6.68,-8.96,-0.07,2020,min,October,11,2020/October/11,2020-10-11
6,Sun,October 18,1:00PM ET,boxscore,0,0,1-5,0,Atlanta Falcons,23.0,40.0,19.0,365.0,333.0,32.0,3.0,24.0,462.0,363.0,99.0,1.0,0.99,-20.17,-0.84,2020,min,October,18,2020/October/18,2020-10-18
8,Sun,November 1,1:00PM ET,boxscore,1,0,2-5,1,Green Bay Packers,28.0,22.0,20.0,324.0,151.0,173.0,0.0,24.0,400.0,291.0,109.0,1.0,20.77,-13.95,-1.23,2020,min,November,1,2020/November/1,2020-11-01
9,Sun,November 8,1:00PM ET,boxscore,1,0,3-5,0,Detroit Lions,34.0,20.0,22.0,487.0,212.0,275.0,0.0,30.0,421.0,292.0,129.0,3.0,22.76,-4.68,-9.45,2020,min,November,8,2020/November/8,2020-11-08
10,Mon,November 16,8:15PM ET,boxscore,1,0,4-5,1,Chicago Bears,19.0,13.0,19.0,385.0,286.0,99.0,2.0,10.0,149.0,108.0,41.0,2.0,-3.86,18.69,-8.08,2020,min,November,16,2020/November/16,2020-11-16
11,Sun,November 22,4:25PM ET,boxscore,0,0,4-6,0,Dallas Cowboys,28.0,31.0,24.0,430.0,305.0,125.0,2.0,24.0,376.0,196.0,180.0,1.0,9.0,-15.61,2.73,2020,min,November,22,2020/November/22,2020-11-22
12,Sun,November 29,1:00PM ET,boxscore,1,0,5-6,0,Carolina Panthers,28.0,27.0,26.0,387.0,291.0,96.0,3.0,21.0,374.0,267.0,107.0,1.0,0.99,-7.73,7.86,2020,min,November,29,2020/November/29,2020-11-29
13,Sun,December 6,1:00PM ET,boxscore,1,1,6-6,0,Jacksonville Jaguars,27.0,24.0,30.0,420.0,275.0,145.0,2.0,20.0,390.0,266.0,124.0,4.0,-2.36,4.24,3.19,2020,min,December,6,2020/December/6,2020-12-06
14,Sun,December 13,1:00PM ET,boxscore,0,0,6-7,1,Tampa Bay Buccaneers,14.0,26.0,27.0,335.0,173.0,162.0,1.0,17.0,303.0,196.0,107.0,0.0,10.7,-18.44,-7.06,2020,min,December,13,2020/December/13,2020-12-13
15,Sun,December 20,1:00PM ET,boxscore,0,0,6-8,0,Chicago Bears,27.0,33.0,26.0,407.0,249.0,158.0,1.0,23.0,397.0,198.0,199.0,1.0,11.76,-14.23,-4.0,2020,min,December,20,2020/December/20,2020-12-20
16,Fri,December 25,4:30PM ET,boxscore,0,0,6-9,1,New Orleans Saints,33.0,52.0,25.0,364.0,274.0,90.0,0.0,36.0,583.0,319.0,264.0,2.0,16.7,-35.03,-0.55,2020,min,December,25,2020/December/25,2020-12-25
17,Sun,January 3,1:00PM ET,boxscore,1,0,7-9,1,Detroit Lions,37.0,35.0,31.0,508.0,383.0,125.0,0.0,21.0,417.0,288.0,129.0,2.0,27.15,-18.16,-3.69,2020,min,January,3,2020/January/3,2020-01-03
1,Sun,September 12,1:00PM ET,boxscore,0,1,0-1,1,Cincinnati Bengals,24.0,27.0,24.0,403.0,336.0,67.0,1.0,20.0,366.0,217.0,149.0,0.0,2.9,-6.16,1.79,2021,min,September,12,2021/September/12,2021-09-12
2,Sun,September 19,4:05PM ET,boxscore,0,0,0-2,1,Arizona Cardinals,33.0,34.0,22.0,419.0,242.0,177.0,0.0,21.0,474.0,371.0,103.0,2.0,12.56,-11.99,-0.9,2021,min,September,19,2021/September/19,2021-09-19
3,Sun,September 26,4:25PM ET,boxscore,1,0,1-2,0,Seattle Seahawks,30.0,17.0,28.0,453.0,313.0,140.0,0.0,21.0,389.0,283.0,106.0,0.0,20.96,-14.86,1.13,2021,min,September,26,2021/September/26,2021-09-26
4,Sun,October 3,1:00PM ET,boxscore,0,0,1-3,0,Cleveland Browns,7.0,14.0,16.0,255.0,190.0,65.0,1.0,20.0,327.0,143.0,184.0,0.0,-7.71,4.58,-2.13,2021,min,October,3,2021/October/3,2021-10-03
5,Sun,October 10,1:00PM ET,boxscore,1,0,2-3,0,Detroit Lions,19.0,17.0,18.0,384.0,264.0,120.0,2.0,22.0,288.0,180.0,108.0,2.0,-0.5,7.67,-4.46,2021,min,October,10,2021/October/10,2021-10-10
6,Sun,October 17,1:00PM ET,boxscore,1,1,3-3,1,Carolina Panthers,34.0,28.0,26.0,571.0,373.0,198.0,1.0,20.0,306.0,188.0,118.0,3.0,8.77,9.64,-12.64,2021,min,October,17,2021/October/17,2021-10-17
8,Sun,October 31,8:20PM ET,boxscore,0,0,3-4,0,Dallas Cowboys,16.0,20.0,17.0,278.0,177.0,101.0,0.0,23.0,419.0,341.0,78.0,2.0,-2.03,-6.74,6.34,2021,min,October,31,2021/October/31,2021-10-31
9,Sun,November 7,1:00PM ET,boxscore,0,1,3-5,1,Baltimore Ravens,31.0,34.0,13.0,318.0,187.0,131.0,0.0,36.0,500.0,253.0,247.0,2.0,9.21,-20.4,8.25,2021,min,November,7,2021/November/7,2021-11-07
10,Sun,November 14,4:05PM ET,boxscore,1,0,4-5,1,Los Angeles Chargers,27.0,20.0,24.0,381.0,278.0,103.0,1.0,20.0,253.0,171.0,82.0,1.0,8.75,-3.95,2.56,2021,min,November,14,2021/November/14,2021-11-14
