Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
3,Sun,September 27,1:00PM ET,boxscore,1,0,3-0,0,Houston Texans,28.0,21.0,25.0,387.0,218.0,169.0,0.0,13.0,260.0,231.0,29.0,1.0,15.39,-4.41,-2.08,2020,pit,September,27,2020/September/27,2020-09-27
5,Sun,October 11,1:00PM ET,boxscore,1,0,4-0,0,Philadelphia Eagles,38.0,29.0,25.0,367.0,231.0,136.0,1.0,20.0,336.0,242.0,94.0,2.0,20.16,-14.47,3.43,2020,pit,October,11,2020/October/11,2020-10-11
6,Sun,October 18,1:00PM ET,boxscore,1,0,5-0,0,Cleveland Browns,38.0,7.0,18.0,277.0,148.0,129.0,0.0,12.0,220.0,145.0,75.0,2.0,6.99,22.96,0.58,2020,pit,October,18,2020/October/18,2020-10-18
7,Sun,October 25,1:00PM ET,boxscore,1,0,6-0,1,Tennessee Titans,27.0,24.0,23.0,362.0,268.0,94.0,3.0,15.0,292.0,210.0,82.0,0.0,6.7,-6.99,3.88,2020,pit,October,25,2020/October/25,2020-10-25
8,Sun,November 1,1:00PM ET,boxscore,1,0,7-0,1,Baltimore Ravens,28.0,24.0,19.0,221.0,173.0,48.0,1.0,25.0,457.0,192.0,265.0,4.0,4.67,-3.94,-0.54,2020,pit,November,1,2020/November/1,2020-11-01
9,Sun,November 8,4:25PM ET,boxscore,1,0,8-0,1,Dallas Cowboys,24.0,19.0,20.0,355.0,309.0,46.0,0.0,19.0,364.0,220.0,144.0,2.0,4.51,3.09,-5.6,2020,pit,November,8,2020/November/8,2020-11-08
10,Sun,November 15,4:25PM ET,boxscore,1,0,9-0,0,Cincinnati Bengals,36.0,10.0,22.0,377.0,333.0,44.0,0.0,16.0,324.0,185.0,139.0,2.0,7.92,10.97,-0.05,2020,pit,November,15,2020/November/15,2020-11-15
11,Sun,November 22,1:00PM ET,boxscore,1,0,10-0,1,Jacksonville Jaguars,27.0,3.0,23.0,373.0,267.0,106.0,1.0,14.0,206.0,133.0,73.0,4.0,11.97,22.2,-5.91,2020,pit,November,22,2020/November/22,2020-11-22
12,Wed,December 2,3:40PM ET,boxscore,1,0,11-0,0,Baltimore Ravens,19.0,14.0,22.0,334.0,266.0,68.0,2.0,10.0,219.0,90.0,129.0,2.0,2.03,12.11,-10.71,2020,pit,December,2,2020/December/2,2020-12-02
13,Mon,December 7,5:00PM ET,boxscore,0,0,11-1,0,Washington Football Team,17.0,23.0,17.0,326.0,305.0,21.0,1.0,18.0,318.0,273.0,45.0,0.0,-5.7,7.02,-3.99,2020,pit,December,7,2020/December/7,2020-12-07
14,Sun,December 13,8:20PM ET,boxscore,0,0,11-2,1,Buffalo Bills,15.0,26.0,14.0,224.0,177.0,47.0,2.0,21.0,334.0,230.0,104.0,2.0,-11.72,-3.18,0.16,2020,pit,December,13,2020/December/13,2020-12-13
15,Mon,December 21,8:15PM ET,boxscore,0,0,11-3,1,Cincinnati Bengals,17.0,27.0,12.0,244.0,158.0,86.0,3.0,13.0,230.0,78.0,152.0,0.0,-17.2,3.71,4.31,2020,pit,December,21,2020/December/21,2020-12-21
16,Sun,December 27,1:00PM ET,boxscore,1,0,12-3,0,Indianapolis Colts,28.0,24.0,26.0,354.0,332.0,22.0,0.0,21.0,365.0,238.0,127.0,2.0,8.37,-0.99,-2.01,2020,pit,December,27,2020/December/27,2020-12-27
17,Sun,January 3,1:00PM ET,boxscore,0,0,12-4,1,Cleveland Browns,22.0,24.0,18.0,394.0,309.0,85.0,1.0,21.0,358.0,166.0,192.0,0.0,7.05,-12.89,-0.33,2020,pit,January,3,2020/January/3,2020-01-03
Wild Card,Sun,January 10,8:15PM ET,boxscore,0,0,12-5,0,Cleveland Browns,37.0,48.0,34.0,553.0,501.0,52.0,5.0,20.0,390.0,263.0,127.0,0.0,4.24,-14.03,-4.08,2020,pit,January,10,2020/January/10,2020-01-10
1,Sun,September 12,1:00PM ET,boxscore,1,0,1-0,1,Buffalo Bills,23.0,16.0,16.0,252.0,177.0,75.0,0.0,22.0,371.0,254.0,117.0,1.0,-0.61,1.73,-4.12,2021,pit,September,12,2021/September/12,2021-09-12
2,Sun,September 19,1:00PM ET,boxscore,0,0,1-1,0,Las Vegas Raiders,17.0,26.0,17.0,331.0,292.0,39.0,1.0,22.0,425.0,373.0,52.0,0.0,1.19,-12.75,0.99,2021,pit,September,19,2021/September/19,2021-09-19
3,Sun,September 26,1:00PM ET,boxscore,0,0,1-2,0,Cincinnati Bengals,10.0,24.0,21.0,342.0,297.0,45.0,2.0,12.0,268.0,172.0,96.0,1.0,-8.46,-0.17,-6.09,2021,pit,September,26,2021/September/26,2021-09-26
4,Sun,October 3,4:25PM ET,boxscore,0,0,1-3,1,Green Bay Packers,17.0,27.0,17.0,282.0,220.0,62.0,2.0,23.0,367.0,236.0,131.0,1.0,-5.05,-7.14,3.23,2021,pit,October,3,2021/October/3,2021-10-03
5,Sun,October 10,1:00PM ET,boxscore,1,0,2-3,0,Denver Broncos,27.0,19.0,19.0,391.0,244.0,147.0,1.0,17.0,374.0,268.0,106.0,1.0,11.44,-5.37,1.98,2021,pit,October,10,2021/October/10,2021-10-10
6,Sun,October 17,8:20PM ET,boxscore,1,1,3-3,0,Seattle Seahawks,23.0,20.0,22.0,345.0,226.0,119.0,1.0,18.0,309.0,165.0,144.0,1.0,-1.52,3.89,1.09,2021,pit,October,17,2021/October/17,2021-10-17
8,Sun,October 31,1:00PM ET,boxscore,1,0,4-3,1,Cleveland Browns,15.0,10.0,21.0,370.0,255.0,115.0,0.0,19.0,306.0,210.0,96.0,1.0,1.77,2.67,-0.11,2021,pit,October,31,2021/October/31,2021-10-31
9,Mon,November 8,8:15PM ET,boxscore,1,0,5-3,0,Chicago Bears,29.0,27.0,20.0,280.0,175.0,105.0,1.0,20.0,414.0,278.0,136.0,2.0,8.46,-4.26,-4.79,2021,pit,November,8,2021/November/8,2021-11-08
10,Sun,November 14,1:00PM ET,boxscore,0,1,5-3-1,0,Detroit Lions,16.0,16.0,22.0,387.0,242.0,145.0,3.0,17.0,304.0,75.0,229.0,0.0,-6.61,5.57,1.04,2021,pit,November,14,2021/November/14,2021-11-14
