Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
Conf. Champ.,Sun,January 19,6:40PM ET,boxscore,1,0,15-3,0,Green Bay Packers,37.0,20.0,19.0,354.0,69.0,285.0,0.0,21.0,358.0,296.0,62.0,3.0,18.03,-5.47,2.28,2019,sfo,January,19,2019/January/19,2019-01-19
SuperBowl,Sun,February 2,6:30PM ET,boxscore,0,0,15-4,0,Kansas City Chiefs,20.0,31.0,21.0,351.0,210.0,141.0,2.0,26.0,397.0,268.0,129.0,2.0,5.19,-18.54,1.58,2019,sfo,February,2,2019/February/2,2019-02-02
1,Sun,September 13,4:25PM ET,boxscore,0,0,0-1,0,Arizona Cardinals,20.0,24.0,18.0,366.0,243.0,123.0,0.0,29.0,404.0,224.0,180.0,1.0,3.88,-6.46,0.46,2020,sfo,September,13,2020/September/13,2020-09-13
2,Sun,September 20,1:00PM ET,boxscore,1,0,1-1,1,New York Jets,31.0,13.0,17.0,359.0,177.0,182.0,1.0,17.0,277.0,173.0,104.0,0.0,11.4,4.92,0.86,2020,sfo,September,20,2020/September/20,2020-09-20
3,Sun,September 27,1:00PM ET,boxscore,1,0,2-1,1,New York Giants,36.0,9.0,29.0,420.0,327.0,93.0,0.0,13.0,231.0,165.0,66.0,3.0,18.53,10.86,-8.05,2020,sfo,September,27,2020/September/27,2020-09-27
4,Sun,October 4,8:20PM ET,boxscore,0,0,2-2,0,Philadelphia Eagles,20.0,25.0,25.0,417.0,301.0,116.0,3.0,18.0,267.0,174.0,93.0,1.0,0.02,-0.66,-3.75,2020,sfo,October,4,2020/October/4,2020-10-04
5,Sun,October 11,4:05PM ET,boxscore,0,0,2-3,0,Miami Dolphins,17.0,43.0,19.0,259.0,128.0,131.0,3.0,22.0,436.0,342.0,94.0,0.0,-9.48,-19.36,-0.03,2020,sfo,October,11,2020/October/11,2020-10-11
6,Sun,October 18,8:20PM ET,boxscore,1,0,3-3,0,Los Angeles Rams,24.0,16.0,24.0,390.0,268.0,122.0,0.0,17.0,311.0,198.0,113.0,1.0,12.69,-2.05,-2.53,2020,sfo,October,18,2020/October/18,2020-10-18
7,Sun,October 25,4:25PM ET,boxscore,1,0,4-3,1,New England Patriots,33.0,6.0,26.0,467.0,270.0,197.0,2.0,17.0,241.0,147.0,94.0,4.0,22.44,9.49,-6.55,2020,sfo,October,25,2020/October/25,2020-10-25
8,Sun,November 1,4:25PM ET,boxscore,0,0,4-4,1,Seattle Seahawks,27.0,37.0,24.0,351.0,299.0,52.0,2.0,27.0,350.0,249.0,101.0,0.0,14.29,-17.9,-8.73,2020,sfo,November,1,2020/November/1,2020-11-01
