Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
11,Sun,November 22,4:25PM ET,boxscore,0,1,7-3,1,Indianapolis Colts,31.0,34.0,21.0,367.0,301.0,66.0,4.0,23.0,420.0,280.0,140.0,2.0,6.48,-4.31,-4.3,2020,gnb,November,22,2020/November/22,2020-11-22
12,Sun,November 29,8:20PM ET,boxscore,1,0,8-3,0,Chicago Bears,41.0,25.0,28.0,393.0,211.0,182.0,0.0,26.0,350.0,229.0,121.0,3.0,27.57,-6.85,0.48,2020,gnb,November,29,2020/November/29,2020-11-29
13,Sun,December 6,4:25PM ET,boxscore,1,0,9-3,0,Philadelphia Eagles,30.0,16.0,20.0,437.0,288.0,149.0,0.0,17.0,278.0,161.0,117.0,1.0,19.58,2.33,-8.04,2020,gnb,December,6,2020/December/6,2020-12-06
14,Sun,December 13,4:25PM ET,boxscore,1,0,10-3,1,Detroit Lions,31.0,24.0,26.0,410.0,290.0,120.0,0.0,27.0,293.0,242.0,51.0,0.0,23.25,-13.36,-0.61,2020,gnb,December,13,2020/December/13,2020-12-13
15,Sat,December 19,8:15PM ET,boxscore,1,0,11-3,0,Carolina Panthers,24.0,16.0,20.0,291.0,96.0,195.0,0.0,20.0,364.0,249.0,115.0,1.0,6.96,1.0,4.27,2020,gnb,December,19,2020/December/19,2020-12-19
16,Sun,December 27,8:20PM ET,boxscore,1,0,12-3,0,Tennessee Titans,40.0,14.0,27.0,448.0,214.0,234.0,1.0,15.0,260.0,104.0,156.0,2.0,25.88,3.08,-4.92,2020,gnb,December,27,2020/December/27,2020-12-27
17,Sun,January 3,4:25PM ET,boxscore,1,0,13-3,1,Chicago Bears,35.0,16.0,17.0,316.0,237.0,79.0,1.0,21.0,356.0,248.0,108.0,2.0,22.83,-4.91,-3.56,2020,gnb,January,3,2020/January/3,2020-01-03
Division,Sat,January 16,4:35PM ET,boxscore,1,0,14-3,0,Los Angeles Rams,32.0,18.0,28.0,484.0,296.0,188.0,0.0,17.0,244.0,148.0,96.0,0.0,23.74,-2.94,-5.23,2020,gnb,January,16,2020/January/16,2020-01-16
Conf. Champ.,Sun,January 24,3:05PM ET,boxscore,0,0,14-4,0,Tampa Bay Buccaneers,26.0,31.0,23.0,381.0,314.0,67.0,2.0,19.0,351.0,275.0,76.0,3.0,7.4,-14.4,-0.17,2020,gnb,January,24,2020/January/24,2020-01-24
1,Sun,September 12,4:25PM ET,boxscore,0,0,0-1,1,New Orleans Saints,3.0,38.0,14.0,229.0,186.0,43.0,3.0,22.0,322.0,151.0,171.0,0.0,-14.83,-20.22,1.59,2021,gnb,September,12,2021/September/12,2021-09-12
2,Mon,September 20,8:15PM ET,boxscore,1,0,1-1,0,Detroit Lions,35.0,17.0,25.0,323.0,227.0,96.0,0.0,19.0,344.0,236.0,108.0,2.0,19.91,0.27,-3.69,2021,gnb,September,20,2021/September/20,2021-09-20
3,Sun,September 26,8:20PM ET,boxscore,1,0,2-1,1,San Francisco 49ers,30.0,28.0,21.0,353.0,253.0,100.0,0.0,25.0,298.0,231.0,67.0,2.0,15.14,-12.19,-0.95,2021,gnb,September,26,2021/September/26,2021-09-26
4,Sun,October 3,4:25PM ET,boxscore,1,0,3-1,0,Pittsburgh Steelers,27.0,17.0,23.0,367.0,236.0,131.0,1.0,17.0,282.0,220.0,62.0,2.0,7.14,5.05,-3.23,2021,gnb,October,3,2021/October/3,2021-10-03
5,Sun,October 10,1:00PM ET,boxscore,1,1,4-1,1,Cincinnati Bengals,25.0,22.0,21.0,466.0,333.0,133.0,1.0,18.0,367.0,264.0,103.0,2.0,9.92,-3.92,-3.51,2021,gnb,October,10,2021/October/10,2021-10-10
6,Sun,October 17,1:00PM ET,boxscore,1,0,5-1,1,Chicago Bears,24.0,14.0,22.0,323.0,169.0,154.0,0.0,21.0,277.0,137.0,140.0,1.0,14.93,-4.93,0.3,2021,gnb,October,17,2021/October/17,2021-10-17
7,Sun,October 24,1:00PM ET,boxscore,1,0,6-1,0,Washington Football Team,24.0,10.0,19.0,304.0,247.0,57.0,1.0,25.0,430.0,235.0,195.0,2.0,8.64,0.39,3.31,2021,gnb,October,24,2021/October/24,2021-10-24
8,Thu,October 28,8:20PM ET,boxscore,1,0,7-1,1,Arizona Cardinals,24.0,21.0,24.0,335.0,184.0,151.0,0.0,22.0,334.0,260.0,74.0,3.0,7.88,-9.86,6.65,2021,gnb,October,28,2021/October/28,2021-10-28
9,Sun,November 7,4:25PM ET,boxscore,0,0,7-2,1,Kansas City Chiefs,7.0,13.0,19.0,301.0,179.0,122.0,2.0,14.0,237.0,160.0,77.0,0.0,-0.97,6.84,-12.35,2021,gnb,November,7,2021/November/7,2021-11-07
10,Sun,November 14,4:25PM ET,boxscore,1,0,8-2,0,Seattle Seahawks,17.0,0.0,22.0,393.0,287.0,106.0,1.0,15.0,208.0,133.0,75.0,2.0,8.95,11.44,-5.23,2021,gnb,November,14,2021/November/14,2021-11-14
