Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
12,Sun,November 29,1:00PM ET,boxscore,1,0,8-3,1,Jacksonville Jaguars,27.0,25.0,25.0,459.0,252.0,207.0,1.0,22.0,375.0,235.0,140.0,0.0,15.17,-11.93,-2.43,2020,cle,November,29,2020/November/29,2020-11-29
13,Sun,December 6,1:00PM ET,boxscore,1,0,9-3,1,Tennessee Titans,41.0,35.0,26.0,458.0,340.0,118.0,1.0,25.0,431.0,369.0,62.0,3.0,16.85,-9.59,1.78,2020,cle,December,6,2020/December/6,2020-12-06
14,Mon,December 14,8:15PM ET,boxscore,0,0,9-4,0,Baltimore Ravens,42.0,47.0,33.0,493.0,355.0,138.0,1.0,25.0,385.0,154.0,231.0,0.0,23.63,-24.92,-5.17,2020,cle,December,14,2020/December/14,2020-12-14
15,Sun,December 20,8:20PM ET,boxscore,1,0,10-4,1,New York Giants,20.0,6.0,24.0,392.0,286.0,106.0,0.0,14.0,288.0,214.0,74.0,0.0,16.29,-0.85,-1.67,2020,cle,December,20,2020/December/20,2020-12-20
16,Sun,December 27,1:00PM ET,boxscore,0,0,10-5,1,New York Jets,16.0,23.0,23.0,299.0,254.0,45.0,2.0,18.0,333.0,202.0,131.0,0.0,-5.93,-0.77,4.45,2020,cle,December,27,2020/December/27,2020-12-27
17,Sun,January 3,1:00PM ET,boxscore,1,0,11-5,0,Pittsburgh Steelers,24.0,22.0,21.0,358.0,166.0,192.0,0.0,18.0,394.0,309.0,85.0,1.0,12.89,-7.05,0.33,2020,cle,January,3,2020/January/3,2020-01-03
Wild Card,Sun,January 10,8:15PM ET,boxscore,1,0,12-5,1,Pittsburgh Steelers,48.0,37.0,20.0,390.0,263.0,127.0,0.0,34.0,553.0,501.0,52.0,5.0,14.03,-4.24,4.08,2020,cle,January,10,2020/January/10,2020-01-10
Division,Sun,January 17,3:05PM ET,boxscore,0,0,12-6,1,Kansas City Chiefs,17.0,22.0,21.0,308.0,196.0,112.0,2.0,24.0,438.0,315.0,123.0,1.0,5.1,-19.09,8.48,2020,cle,January,17,2020/January/17,2020-01-17
1,Sun,September 12,4:25PM ET,boxscore,0,0,0-1,1,Kansas City Chiefs,29.0,33.0,24.0,457.0,304.0,153.0,2.0,21.0,397.0,324.0,73.0,0.0,20.54,-19.34,0.35,2021,cle,September,12,2021/September/12,2021-09-12
2,Sun,September 19,1:00PM ET,boxscore,1,0,1-1,0,Houston Texans,31.0,21.0,22.0,355.0,199.0,156.0,2.0,17.0,302.0,220.0,82.0,2.0,8.22,-9.61,8.62,2021,cle,September,19,2021/September/19,2021-09-19
3,Sun,September 26,1:00PM ET,boxscore,1,0,2-1,0,Chicago Bears,26.0,6.0,26.0,418.0,203.0,215.0,0.0,6.0,47.0,1.0,46.0,0.0,6.11,19.73,-2.28,2021,cle,September,26,2021/September/26,2021-09-26
4,Sun,October 3,1:00PM ET,boxscore,1,0,3-1,1,Minnesota Vikings,14.0,7.0,20.0,327.0,143.0,184.0,0.0,16.0,255.0,190.0,65.0,1.0,-4.58,7.71,2.13,2021,cle,October,3,2021/October/3,2021-10-03
5,Sun,October 10,4:05PM ET,boxscore,0,0,3-2,1,Los Angeles Chargers,42.0,47.0,25.0,531.0,301.0,230.0,0.0,27.0,493.0,381.0,112.0,1.0,22.52,-31.81,3.45,2021,cle,October,10,2021/October/10,2021-10-10
6,Sun,October 17,4:05PM ET,boxscore,0,0,3-3,0,Arizona Cardinals,14.0,37.0,16.0,290.0,217.0,73.0,3.0,24.0,352.0,208.0,144.0,0.0,-10.01,-16.91,1.93,2021,cle,October,17,2021/October/17,2021-10-17
7,Thu,October 21,8:20PM ET,boxscore,1,0,4-3,0,Denver Broncos,17.0,14.0,23.0,376.0,194.0,182.0,0.0,15.0,223.0,182.0,41.0,1.0,13.24,-4.39,-1.9,2021,cle,October,21,2021/October/21,2021-10-21
8,Sun,October 31,1:00PM ET,boxscore,0,0,4-4,0,Pittsburgh Steelers,10.0,15.0,19.0,306.0,210.0,96.0,1.0,21.0,370.0,255.0,115.0,0.0,-2.67,-1.77,0.11,2021,cle,October,31,2021/October/31,2021-10-31
9,Sun,November 7,1:00PM ET,boxscore,1,0,5-4,1,Cincinnati Bengals,41.0,16.0,14.0,361.0,208.0,153.0,0.0,25.0,348.0,263.0,85.0,3.0,14.44,15.34,-4.5,2021,cle,November,7,2021/November/7,2021-11-07
10,Sun,November 14,1:00PM ET,boxscore,0,0,5-5,1,New England Patriots,7.0,45.0,17.0,217.0,118.0,99.0,1.0,30.0,452.0,268.0,184.0,0.0,-9.48,-31.28,2.69,2021,cle,November,14,2021/November/14,2021-11-14
