Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
7,Mon,October 26,8:15PM ET,boxscore,1,0,5-2,0,Chicago Bears,24.0,10.0,24.0,371.0,211.0,160.0,1.0,14.0,279.0,230.0,49.0,2.0,3.2,17.34,-5.7,2020,ram,October,26,2020/October/26,2020-10-26
8,Sun,November 1,1:00PM ET,boxscore,0,0,5-3,1,Miami Dolphins,17.0,28.0,31.0,471.0,340.0,131.0,4.0,8.0,145.0,90.0,55.0,2.0,-18.41,21.63,-12.41,2020,ram,November,1,2020/November/1,2020-11-01
10,Sun,November 15,4:25PM ET,boxscore,1,0,6-3,0,Seattle Seahawks,23.0,16.0,24.0,389.0,283.0,106.0,1.0,20.0,333.0,220.0,113.0,3.0,11.84,3.08,-6.89,2020,ram,November,15,2020/November/15,2020-11-15
11,Mon,November 23,8:15PM ET,boxscore,1,0,7-3,1,Tampa Bay Buccaneers,27.0,24.0,22.0,413.0,376.0,37.0,2.0,20.0,251.0,209.0,42.0,2.0,5.08,1.67,-2.02,2020,ram,November,23,2020/November/23,2020-11-23
12,Sun,November 29,4:05PM ET,boxscore,0,0,7-4,0,San Francisco 49ers,20.0,23.0,14.0,308.0,182.0,126.0,4.0,18.0,345.0,233.0,112.0,3.0,-19.57,14.81,2.68,2020,ram,November,29,2020/November/29,2020-11-29
13,Sun,December 6,4:05PM ET,boxscore,1,0,8-4,1,Arizona Cardinals,38.0,28.0,30.0,463.0,344.0,119.0,1.0,18.0,232.0,140.0,92.0,2.0,18.92,0.6,-6.43,2020,ram,December,6,2020/December/6,2020-12-06
14,Thu,December 10,8:20PM ET,boxscore,1,0,9-4,0,New England Patriots,24.0,3.0,17.0,318.0,132.0,186.0,1.0,10.0,220.0,113.0,107.0,1.0,1.19,29.77,-8.58,2020,ram,December,10,2020/December/10,2020-12-10
15,Sun,December 20,4:05PM ET,boxscore,0,0,9-5,0,New York Jets,20.0,23.0,16.0,303.0,189.0,114.0,1.0,17.0,289.0,196.0,93.0,0.0,-2.53,-0.42,-0.32,2020,ram,December,20,2020/December/20,2020-12-20
16,Sun,December 27,4:25PM ET,boxscore,0,0,9-6,1,Seattle Seahawks,9.0,20.0,20.0,334.0,216.0,118.0,1.0,15.0,292.0,197.0,95.0,0.0,-11.28,-1.46,0.5,2020,ram,December,27,2020/December/27,2020-12-27
17,Sun,January 3,4:25PM ET,boxscore,1,0,10-6,0,Arizona Cardinals,18.0,7.0,21.0,333.0,223.0,110.0,2.0,15.0,214.0,166.0,48.0,1.0,-6.77,13.48,2.44,2020,ram,January,3,2020/January/3,2020-01-03
Wild Card,Sat,January 9,4:40PM ET,boxscore,1,0,11-6,1,Seattle Seahawks,30.0,20.0,16.0,333.0,169.0,164.0,0.0,11.0,278.0,142.0,136.0,2.0,-3.67,18.04,-1.48,2020,ram,January,9,2020/January/9,2020-01-09
Division,Sat,January 16,4:35PM ET,boxscore,0,0,11-7,1,Green Bay Packers,18.0,32.0,17.0,244.0,148.0,96.0,0.0,28.0,484.0,296.0,188.0,0.0,2.94,-23.74,5.23,2020,ram,January,16,2020/January/16,2020-01-16
1,Sun,September 12,8:20PM ET,boxscore,1,0,1-0,0,Chicago Bears,34.0,14.0,18.0,386.0,312.0,74.0,0.0,24.0,322.0,188.0,134.0,2.0,21.58,0.85,-0.52,2021,ram,September,12,2021/September/12,2021-09-12
2,Sun,September 19,1:00PM ET,boxscore,1,0,2-0,1,Indianapolis Colts,27.0,24.0,21.0,371.0,270.0,101.0,2.0,22.0,354.0,245.0,109.0,2.0,7.11,-1.29,-3.09,2021,ram,September,19,2021/September/19,2021-09-19
3,Sun,September 26,4:25PM ET,boxscore,1,0,3-0,0,Tampa Bay Buccaneers,34.0,24.0,22.0,407.0,331.0,76.0,0.0,27.0,446.0,411.0,35.0,0.0,20.56,-15.15,3.43,2021,ram,September,26,2021/September/26,2021-09-26
4,Sun,October 3,4:05PM ET,boxscore,0,0,3-1,0,Arizona Cardinals,20.0,37.0,24.0,401.0,280.0,121.0,2.0,27.0,465.0,249.0,216.0,0.0,8.94,-21.72,-2.64,2021,ram,October,3,2021/October/3,2021-10-03
5,Thu,October 7,8:20PM ET,boxscore,1,0,4-1,1,Seattle Seahawks,26.0,17.0,24.0,476.0,358.0,118.0,1.0,22.0,354.0,262.0,92.0,2.0,13.76,-6.71,-0.05,2021,ram,October,7,2021/October/7,2021-10-07
6,Sun,October 17,1:00PM ET,boxscore,1,0,5-1,1,New York Giants,38.0,11.0,22.0,365.0,234.0,131.0,2.0,21.0,261.0,201.0,60.0,4.0,7.63,19.06,-0.96,2021,ram,October,17,2021/October/17,2021-10-17
7,Sun,October 24,4:05PM ET,boxscore,1,0,6-1,0,Detroit Lions,28.0,19.0,22.0,374.0,327.0,47.0,0.0,19.0,415.0,278.0,137.0,2.0,20.08,-3.32,-6.99,2021,ram,October,24,2021/October/24,2021-10-24
8,Sun,October 31,1:00PM ET,boxscore,1,0,7-1,1,Houston Texans,38.0,22.0,26.0,467.0,302.0,165.0,0.0,18.0,323.0,279.0,44.0,1.0,22.2,-1.75,-8.01,2021,ram,October,31,2021/October/31,2021-10-31
9,Sun,November 7,8:20PM ET,boxscore,0,0,7-2,0,Tennessee Titans,16.0,28.0,22.0,347.0,253.0,94.0,2.0,16.0,194.0,125.0,69.0,1.0,-11.78,-1.15,-0.53,2021,ram,November,7,2021/November/7,2021-11-07
10,Mon,November 15,8:15PM ET,boxscore,0,0,7-3,1,San Francisco 49ers,10.0,31.0,16.0,278.0,226.0,52.0,2.0,20.0,335.0,179.0,156.0,0.0,-7.18,-11.33,-0.7,2021,ram,November,15,2021/November/15,2021-11-15
