Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
2,Sun,September 15,1:00PM ET,boxscore,1,0,1-0-1,0,Los Angeles Chargers,13.0,10.0,19.0,339.0,245.0,94.0,2.0,21.0,424.0,287.0,137.0,2.0,8.62,-5.86,0.56,2019,det,September,15,2019/September/15,2019-09-15
3,Sun,September 22,1:00PM ET,boxscore,1,0,2-0-1,1,Philadelphia Eagles,27.0,24.0,16.0,287.0,201.0,86.0,0.0,22.0,373.0,246.0,127.0,2.0,1.07,0.31,3.8,2019,det,September,22,2019/September/22,2019-09-22
4,Sun,September 29,1:00PM ET,boxscore,0,0,2-1-1,0,Kansas City Chiefs,30.0,34.0,29.0,447.0,261.0,186.0,2.0,29.0,438.0,315.0,123.0,3.0,1.27,-17.08,13.41,2019,det,September,29,2019/September/29,2019-09-29
6,Mon,October 14,8:15PM ET,boxscore,0,0,2-2-1,1,Green Bay Packers,22.0,23.0,13.0,299.0,243.0,56.0,0.0,22.0,447.0,277.0,170.0,3.0,-0.7,-4.03,4.66,2019,det,October,14,2019/October/14,2019-10-14
7,Sun,October 20,1:00PM ET,boxscore,0,0,2-3-1,0,Minnesota Vikings,30.0,42.0,26.0,433.0,352.0,81.0,1.0,32.0,504.0,338.0,166.0,0.0,18.28,-35.6,2.59,2019,det,October,20,2019/October/20,2019-10-20
8,Sun,October 27,1:00PM ET,boxscore,1,0,3-3-1,0,New York Giants,31.0,26.0,17.0,375.0,316.0,59.0,2.0,24.0,370.0,290.0,80.0,1.0,7.67,-6.34,5.39,2019,det,October,27,2019/October/27,2019-10-27
9,Sun,November 3,4:05PM ET,boxscore,0,0,3-4-1,1,Oakland Raiders,24.0,31.0,26.0,473.0,383.0,90.0,2.0,25.0,450.0,279.0,171.0,0.0,13.92,-16.79,-4.07,2019,det,November,3,2019/November/3,2019-11-03
10,Sun,November 10,1:00PM ET,boxscore,0,0,3-5-1,1,Chicago Bears,13.0,20.0,21.0,357.0,259.0,98.0,1.0,13.0,226.0,145.0,81.0,0.0,-6.77,0.41,2.1,2019,det,November,10,2019/November/10,2019-11-10
11,Sun,November 17,1:00PM ET,boxscore,0,0,3-6-1,0,Dallas Cowboys,27.0,35.0,19.0,312.0,191.0,121.0,0.0,26.0,509.0,434.0,75.0,1.0,7.7,-22.23,6.35,2019,det,November,17,2019/November/17,2019-11-17
12,Sun,November 24,1:00PM ET,boxscore,0,0,3-7-1,1,Washington Redskins,16.0,19.0,21.0,364.0,189.0,175.0,4.0,13.0,230.0,144.0,86.0,2.0,-8.85,13.57,-10.88,2019,det,November,24,2019/November/24,2019-11-24
13,Thu,November 28,12:30PM ET,boxscore,0,0,3-8-1,0,Chicago Bears,20.0,24.0,19.0,364.0,259.0,105.0,1.0,22.0,419.0,331.0,88.0,1.0,6.28,-8.33,-0.13,2019,det,November,28,2019/November/28,2019-11-28
14,Sun,December 8,1:00PM ET,boxscore,0,0,3-9-1,1,Minnesota Vikings,7.0,20.0,18.0,231.0,161.0,70.0,2.0,22.0,354.0,234.0,120.0,0.0,-7.27,-3.77,0.3,2019,det,December,8,2019/December/8,2019-12-08
15,Sun,December 15,1:00PM ET,boxscore,0,0,3-10-1,0,Tampa Bay Buccaneers,17.0,38.0,16.0,295.0,250.0,45.0,3.0,23.0,495.0,446.0,49.0,1.0,-14.38,-13.82,7.29,2019,det,December,15,2019/December/15,2019-12-15
16,Sun,December 22,4:05PM ET,boxscore,0,0,3-11-1,1,Denver Broncos,17.0,27.0,13.0,191.0,95.0,96.0,0.0,25.0,348.0,198.0,150.0,0.0,-4.32,-12.95,4.08,2019,det,December,22,2019/December/22,2019-12-22
17,Sun,December 29,1:00PM ET,boxscore,0,0,3-12-1,0,Green Bay Packers,20.0,23.0,17.0,305.0,134.0,171.0,1.0,25.0,432.0,312.0,120.0,1.0,1.53,-8.54,4.01,2019,det,December,29,2019/December/29,2019-12-29
1,Sun,September 13,1:00PM ET,boxscore,0,0,0-1,0,Chicago Bears,23.0,27.0,25.0,426.0,288.0,138.0,1.0,26.0,363.0,214.0,149.0,0.0,7.96,-10.67,-0.12,2020,det,September,13,2020/September/13,2020-09-13
2,Sun,September 20,1:00PM ET,boxscore,0,0,0-2,1,Green Bay Packers,21.0,42.0,19.0,307.0,218.0,89.0,1.0,26.0,488.0,229.0,259.0,0.0,2.93,-26.08,2.86,2020,det,September,20,2020/September/20,2020-09-20
3,Sun,September 27,4:25PM ET,boxscore,1,0,1-2,1,Arizona Cardinals,26.0,23.0,22.0,322.0,232.0,90.0,0.0,28.0,377.0,268.0,109.0,3.0,8.15,-8.07,2.46,2020,det,September,27,2020/September/27,2020-09-27
4,Sun,October 4,1:00PM ET,boxscore,0,0,1-3,0,New Orleans Saints,29.0,35.0,18.0,281.0,191.0,90.0,1.0,29.0,392.0,228.0,164.0,1.0,11.85,-23.24,5.65,2020,det,October,4,2020/October/4,2020-10-04
6,Sun,October 18,1:00PM ET,boxscore,1,0,2-3,1,Jacksonville Jaguars,34.0,16.0,25.0,403.0,223.0,180.0,1.0,16.0,275.0,231.0,44.0,2.0,15.35,3.97,1.46,2020,det,October,18,2020/October/18,2020-10-18
7,Sun,October 25,1:00PM ET,boxscore,1,0,3-3,1,Atlanta Falcons,23.0,22.0,21.0,386.0,322.0,64.0,0.0,26.0,388.0,322.0,66.0,1.0,10.28,-10.84,2.56,2020,det,October,25,2020/October/25,2020-10-25
8,Sun,November 1,1:00PM ET,boxscore,0,0,3-4,0,Indianapolis Colts,21.0,41.0,20.0,326.0,297.0,29.0,2.0,26.0,366.0,247.0,119.0,0.0,-3.03,-21.92,6.52,2020,det,November,1,2020/November/1,2020-11-01
9,Sun,November 8,1:00PM ET,boxscore,0,0,3-5,1,Minnesota Vikings,20.0,34.0,30.0,421.0,292.0,129.0,3.0,22.0,487.0,212.0,275.0,0.0,4.68,-22.76,9.45,2020,det,November,8,2020/November/8,2020-11-08
10,Sun,November 15,1:00PM ET,boxscore,1,0,4-5,0,Washington Football Team,30.0,27.0,21.0,372.0,267.0,105.0,0.0,34.0,464.0,375.0,89.0,1.0,15.43,-19.77,6.95,2020,det,November,15,2020/November/15,2020-11-15
11,Sun,November 22,1:00PM ET,boxscore,0,0,4-6,1,Carolina Panthers,0.0,20.0,10.0,185.0,145.0,40.0,1.0,20.0,374.0,258.0,116.0,2.0,-18.63,1.61,-3.12,2020,det,November,22,2020/November/22,2020-11-22
12,Thu,November 26,12:30PM ET,boxscore,0,0,4-7,0,Houston Texans,25.0,41.0,28.0,388.0,279.0,109.0,3.0,21.0,384.0,307.0,77.0,1.0,-3.34,-11.31,0.56,2020,det,November,26,2020/November/26,2020-11-26
13,Sun,December 6,1:00PM ET,boxscore,1,0,5-7,1,Chicago Bears,34.0,30.0,24.0,460.0,400.0,60.0,1.0,26.0,389.0,249.0,140.0,1.0,17.66,-12.1,-0.8,2020,det,December,6,2020/December/6,2020-12-06
14,Sun,December 13,4:25PM ET,boxscore,0,0,5-8,0,Green Bay Packers,24.0,31.0,27.0,293.0,242.0,51.0,0.0,26.0,410.0,290.0,120.0,0.0,13.36,-23.25,0.61,2020,det,December,13,2020/December/13,2020-12-13
15,Sun,December 20,1:00PM ET,boxscore,0,0,5-9,1,Tennessee Titans,25.0,46.0,27.0,430.0,307.0,123.0,3.0,28.0,463.0,268.0,195.0,0.0,12.36,-33.75,2.3,2020,det,December,20,2020/December/20,2020-12-20
16,Sat,December 26,1:00PM ET,boxscore,0,0,5-10,0,Tampa Bay Buccaneers,7.0,47.0,12.0,186.0,113.0,73.0,2.0,30.0,588.0,477.0,111.0,0.0,-18.39,-37.71,16.78,2020,det,December,26,2020/December/26,2020-12-26
17,Sun,January 3,1:00PM ET,boxscore,0,0,5-11,0,Minnesota Vikings,35.0,37.0,21.0,417.0,288.0,129.0,2.0,31.0,508.0,383.0,125.0,0.0,18.16,-27.15,3.69,2020,det,January,3,2020/January/3,2020-01-03
1,Sun,September 12,1:00PM ET,boxscore,0,0,0-1,0,San Francisco 49ers,33.0,41.0,31.0,430.0,314.0,116.0,1.0,21.0,442.0,311.0,131.0,2.0,5.16,-15.48,1.73,2021,det,September,12,2021/September/12,2021-09-12
2,Mon,September 20,8:15PM ET,boxscore,0,0,0-2,1,Green Bay Packers,17.0,35.0,19.0,344.0,236.0,108.0,2.0,25.0,323.0,227.0,96.0,0.0,-0.27,-19.91,3.69,2021,det,September,20,2021/September/20,2021-09-20
3,Sun,September 26,1:00PM ET,boxscore,0,0,0-3,0,Baltimore Ravens,17.0,19.0,22.0,285.0,192.0,93.0,0.0,15.0,387.0,271.0,116.0,1.0,5.76,-5.18,-1.42,2021,det,September,26,2021/September/26,2021-09-26
4,Sun,October 3,1:00PM ET,boxscore,0,0,0-4,1,Chicago Bears,14.0,24.0,23.0,351.0,261.0,90.0,2.0,20.0,373.0,185.0,188.0,1.0,1.56,-12.01,-0.02,2021,det,October,3,2021/October/3,2021-10-03
5,Sun,October 10,1:00PM ET,boxscore,0,0,0-5,1,Minnesota Vikings,17.0,19.0,22.0,288.0,180.0,108.0,2.0,18.0,384.0,264.0,120.0,2.0,-7.67,0.5,4.46,2021,det,October,10,2021/October/10,2021-10-10
6,Sun,October 17,1:00PM ET,boxscore,0,0,0-6,0,Cincinnati Bengals,11.0,34.0,15.0,228.0,192.0,36.0,1.0,20.0,398.0,256.0,142.0,1.0,-8.89,-16.6,0.46,2021,det,October,17,2021/October/17,2021-10-17
7,Sun,October 24,4:05PM ET,boxscore,0,0,0-7,1,Los Angeles Rams,19.0,28.0,19.0,415.0,278.0,137.0,2.0,22.0,374.0,327.0,47.0,0.0,3.32,-20.08,6.99,2021,det,October,24,2021/October/24,2021-10-24
8,Sun,October 31,1:00PM ET,boxscore,0,0,0-8,0,Philadelphia Eagles,6.0,44.0,15.0,228.0,171.0,57.0,1.0,27.0,350.0,114.0,236.0,0.0,-17.4,-18.7,-1.69,2021,det,October,31,2021/October/31,2021-10-31
10,Sun,November 14,1:00PM ET,boxscore,0,1,0-8-1,1,Pittsburgh Steelers,16.0,16.0,17.0,304.0,75.0,229.0,0.0,22.0,387.0,242.0,145.0,3.0,-5.57,6.61,-1.04,2021,det,November,14,2021/November/14,2021-11-14
